title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
271,ACA NeoGeo: The King of Fighters '98,Switch,SNK Playmore,"['Action', 'Fighting', '2D']",T,"Mar  9, 2017","The All-Star dream battle is here at last: It's King of Fighters '98! Here come 38 of your favorite characters from the King of Fighters series. Your favorite characters and teams are back! Filled with new surprises like the Roulette Team Edit and Advantage System, King '98 will pop your cork with unrelenting excitement!",80,Generally favorable reviews,3,1,0,8.3,Generally favorable reviews,28,1,4
272,ACA NeoGeo: The King of Fighters '99,Switch,SNK,"['Action', 'Fighting', '2D']",T,"May 25, 2017",Como soy un Fan asqueroso de la serie KOF no pude evitar tener el 99 en mi poder. Solo espero que también traigan el 2000 y el 97 para poder llevarlos a todas partes en mi Switch y me podré dar por muy bien servido.,0,No score yet,1,1,0,7.0,Mixed or average reviews,4,0,1
273,ACA NeoGeo: The King of Fighters 2000,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Aug 10, 2017","THE KING OF FIGHTERS 2000 is a fighting game released by SNK in 2000. Featuring numerous improvements from KOF '99, KOF 2000 also introduces the all-new ""Active Striker"" system where players can enjoy exciting striker-based battle strategies. Plenty of nostalgic characters from the SNK Universe appear as ""another strikers"".",0,No score yet,0,1,0,7.6,Generally favorable reviews,4,0,1
274,ACA NeoGeo: The King of Fighters 2001,Switch,Eolith,"['Action', 'Fighting', '2D']",T,"Sep 27, 2018","THE KING OF FIGHTERS 2001 is a fighting game released by SNK in 2001. The third entry in the King of Fighters NESTS collection, which reaches its conclusion at last in this tournament! 40 characters in total battle it out with a variety of fighting styles! Make a team of up to 4 fighters with the new Tactical Order Select system!The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces.Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.Please enjoy the masterpiece that built a generation for video games.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
275,ACA NeoGeo: The King of Fighters 2002,Switch,Eolith,"['Action', 'Fighting', '2D']",T,"Dec 27, 2018","This ""Greatest Hits"" collection is the first time SNK has brought together all those favourite and famous characters which make The King of Fighters franchise the ultimate in 2D fighting. All of the great fighting teams are here, including the Fatal Fury Team featuring Terry and Andy Bogard, the beautiful Mai from the Woman Fighters Team, and many more. - 8th installment of the franchise- A total of 39 characters from KOF 96 through KOF 2001 available for the first time in one arena- 5 bonus characters to unlock- Revives the extremely popular 3 on 3 battle format- Upgraded Max-On Power System- Over-the-top Super Special Moves to cause extreme damage.",0,No score yet,0,0,0,tbd,No user score yet,0,1,0
276,ACA NeoGeo: The King of Fighters 2003,Switch,SNK Playmore,"['Action', 'Fighting', '2D']",T,"Feb 21, 2019","The Curtain Rises On The Long Awaited New Chapter of KOF!34 characters making up 10 of the most dangerous 2D fighting teams ever assembled10 beautifully rendered 3D battle stagesIntroducing the all new ""Multi-Shift"" system, allowing free substitution of teammates during battleSelect your team leader with the new ""Tactical Leader System""Learn the combo moves for your favourite fighters and unleash massive attacks",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
277,ACA NeoGeo: The Last Blade,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Dec 14, 2017","1863. History's hidden secret is revealed. During the age known as ""Bakumatsu"", 135 years ago, chaos rules! It's all yours: A new type of weapon fighting game in which Power and Speed weapons, in addition to various Repel moves can be used to experience a new sensation in video game thrills!",0,No score yet,1,0,0,tbd,No user score yet,2,0,0
278,ACA NeoGeo: The Last Blade 2,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Jun 21, 2018","The Last Blade 2, originally released in 1998, is the sequel to the fighting game, The Last Blade, which was released a year before. It picks up where the previous title left off and takes the story of battling at the gates of hell to its climax. This time around, there are 16 unique swordsmen from which to choose. Choose from 2 sword types (Strength and Attack). Deflect your enemy's attacks with ""Repel"". You can also cancel game-changing special moves like ""Super Secret Slice"" or ""Hidden Secret Slice"" with a ""Sublime Slash"", which connects to Super Secret Slice - just like in the previous title. And there are even some new features like aerial repels, aerial guards and knockdown recovery. Take your battles to a whole 'nother level!",0,No score yet,1,0,0,tbd,No user score yet,1,0,0
279,ACA NeoGeo: The Super Spy,Switch,SNK,"['Action', 'General']",T,"Jul 12, 2018","""THE SUPER SPY"" is an action game released by SNK in 1990.Punch, kick, and use guns to fight off terrorists as you make your way through the building to rescue their captives. Defeating enemies earns experience, which can be used in a Role Playing Game-like feature to level up.The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces.Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.Please enjoy the masterpiece that built a generation for video games.",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
280,ACA NeoGeo: Thrash Rally,Switch,ADK,"['Racing', 'Arcade', 'Automobile']",E,"Nov  8, 2018",The ultimate challenge for the best pro drivers! The World Rally Championship and Pari-Dakar Rally are replayed realistically based on the updated racing data. Tracks of danger and beauty! Skid on by the world's best drivers with your power drift and slide skills. Can you squeal past the finish line?,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
281,ACA NeoGeo: Top Player's Golf,Switch,SNK,"['Sports', 'Individual', 'Golf', 'Sim']",E,"May 24, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
282,ACA NeoGeo: Twinkle Star Sprites,Switch,ADK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Dec  6, 2018","Aim for Chain Explosions! Send your Big Boss to attack! Finish things with an Extra Attack! Look forward to a new style of competitive shooter!""Twinkle Star Sprites"" is a competitive shooting game released by SNK in 1996. Utilize Chain Explosions, Power Shots, and Bombs to defeat the incoming Enemy Golems, changing them into Attack Characters to assault your opponent! Experience a new style of shooting game with more than enough cute characters flying around to fill the sky!The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces.Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.Please enjoy the masterpiece that built a generation for video games.",0,No score yet,1,0,0,tbd,No user score yet,1,0,0
283,ACA NeoGeo: Waku Waku 7,Switch,SunSoft,"['Action', 'Fighting', '2D']",E10+,"Mar  9, 2017","WAKU WAKU 7 is a fighting game released by SUNSOFT in 1996 in Japan. Players will control characters who have one of seven WAKU WAKU balls that grant wishes, and gather the remaining balls. The ACA NEOGEO series has faithfully reproduced many classic NEOGEO masterpieces. Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores*. Please enjoy the masterpieces that built a generation of video games.",73,Mixed or average reviews,3,3,0,7.1,Mixed or average reviews,15,0,5
284,ACA NeoGeo: World Heroes,Switch,ADK,"['Action', 'Fighting', '2D']",T,"Nov 30, 2017","World Heroes is a competent but unremarkable Street Fighter II clone, one of many that emerged from the fighting game craze of the early 1990s.  It has some decent music and interesting stages, and the small roster has a few memorable characters. Gameplay is a bit stiff and sluggish, especially compared to the better Street Fighter and King of Fighters games of the era.",0,No score yet,0,1,0,tbd,No user score yet,1,1,0
285,ACA NeoGeo: World Heroes 2,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Jan 25, 2018",,0,No score yet,0,1,0,tbd,No user score yet,1,1,0
286,ACA NeoGeo: World Heroes 2 Jet,Switch,ADK,"['Action', 'Fighting', '2D']",T,"Mar 22, 2018","World Heroes 2 Jet, initially released in 1994, is the 3rd in the prolific fighting game series. Choose from 16 historical or well-known heroes, villains and fighters and battle your way to the top to become the world's greatest warrior! There are two types of modes in this version, ""Tournament of Titans Mode"", where you fight three bouts in one day, and if you are successful you move on to the next day, and ""World Heroes Training Mode"", where you can fight with any opponent. Furthermore, the addition of dash and back step, which were not in the previous version, as well as a countering system that ushers in a more speedy way of fighting, makes World Heroes 2 Jet even more enjoyable to play. There are also four competition types to choose from, allowing for even more in-depth battles.",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
287,ACA NeoGeo: World Heroes Perfect,Switch,ADK,"['Action', 'Fighting', '2D']",T,"Mar  9, 2017","This is the fourth installment in the World Heroes fighting game series, released in 1995. In this game, 16 figures from across history fight for the title of the world's strongest. In previous installments, the amount of time you held a button down determined the strength or weakness of an attack, but that system has been removed in this game. In addition to a more orthodox fighting-game approach that enables weak, middle and strong attacks using different buttons, this game includes new elements such as the Hero Gauge, Extra Attacks and Guard Breaker Attacks, adding an exciting new layer of strategy.",58,Mixed or average reviews,0,5,0,6.2,Mixed or average reviews,9,2,5
288,ACA NeoGeo: Zed Blade,Switch,NMK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Aug 31, 2017",,0,No score yet,1,1,0,tbd,No user score yet,1,1,0
289,ACA NeoGeo: Zupapa!,Switch,SNK,"['Action', 'Platformer', '2D']",E,"Oct  4, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
290,Acalesia,Switch,BAkau,"['Action', 'Platformer', '2D']",E10+,"Apr  1, 2021","Our attractive protagonist wishes for just two things — to save the princess and to become rich. Actually, he’s doing it just to get rich, but if the princess Celinda will be saved in the process, let’s consider it a nice bonus! To get all the treasures of Acalesia this hipster with a shotgun will have to fight hordes of monsters, sneak through a myriad of devious traps and reveal a few secrets of survival.",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
291,Access Denied,Switch,Ratalaika Games,"['Puzzle', 'General']",E,"Feb  8, 2019",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
292,Accident,Switch,Duality Games,"['Simulation', 'Virtual', 'Career']",M,"Sep 16, 2022","Become a journalist who researches old car accident cases. Help victims and perform first aid, obtain evidence and reconstruct the events to discover what really happened. Evaluate the victims' condition and get to work! Are they breathing? Do they have any serious wounds? Anything might be crucial to their survival. Provide first aid, control the bleeding, check for pulse and put them in recovery position if you can. Do whatever is necessary depending on nature of the emergency.Who to help first? How to do it the best way? By helping the wrong way, you can put other people's life in danger, or even your own. Think twice but remember - time's running out.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
293,Ace Angler: Fishing Spirits,Switch,Racjin,"['Sports', 'Individual', 'Nature', 'Fishing']",T,"Oct 28, 2022","A request has arrived from the “Encyclopedia of Unfortunate Creatures”. By catching certain creatures in “Ace Angler +”, you can unlock a range of fascinating information about unfortunate creatures. Catch the creatures that have escaped from the “Encyclopedia of Unfortunate Creatures” and return them to earn rewards.  Check the encyclopedia after you’ve caught each animal to learn about their adorably unfortunate characteristics.",65,Mixed or average reviews,0,7,0,tbd,No user score yet,0,0,1
