score,text,critic,date,title,platform
80,"Last Resort may be a little rough around the edges in places - the broken two-player mode being the most obvious example - but it's still one of the best shooters on the Neo Geo and a solid purchase for Switch-owning blaster fans. The impeccable presentation really makes the game stand out from the hordes of similar titles, and it's challenging enough to ensure that you won't have it licked in the space of an evening. Casual players may find it a little too stern a test - especially with the checkpoint system which forces you to re-play sections of the game upon death - but serious shooter addicts will be totally at home.",Nintendo Life,"Jun 22, 2017",ACA NEOGEO: Last Resort,Switch
60,"Although Last Resort is a solid shoot 'em up, it's nothing more than an R-Type wannabe that definitely hasn't aged as well.",Video Chums,"Aug 12, 2019",ACA NEOGEO: Last Resort,Switch
80,"Magical Drop II is a fantastic, fast-paced puzzle game that feels right at home on the Switch, and an easy recommendation for any puzzle game fan. Its unique combo system emphasizes speed and reflexes as much as pre-planning, meaning even those among us who struggle to think through a three-chain in Puyo Puyo can experience the thrill of combo-building in Magical Drop — as long as your thumbs can keep up. The inclusion of the original Japanese version — with its extra mode and voice acting — is icing on the cake; this is a must-play puzzle package.",Nintendo Life,"Jun 30, 2017",ACA NeoGeo: Magical Drop II,Switch
90,"Simple to play, Magical Drop III is hugely entertaining as you frantically move about firing balloons to make lines or ideally set in motion a combo. Magical Journey would be better if you could compete against human opposition, but it's still fun (particularly in its Japanese incarnation) and adds additional replay value to a game that already gives you ample reason to return many times over. Magical Drop III is an excellent choice for Switch-owning puzzle fans.",Nintendo Life,"Mar 12, 2018",ACA NeoGeo: Magical Drop III,Switch
85,"Although Magical Drop III isn’t at the top of the Switch’s tier list of puzzle games - Puyo Puyo Tetris and Ironcast are fighting for that spot - it’s still a high-tier product. Even if you’ll want to punch that stupid raven after losing for the 35th time, you’ll want to try again. The Neo Geo wasn’t really known for puzzle games, but this is the best that system had to offer.",NintendoWorldReport,"Mar 12, 2018",ACA NeoGeo: Magical Drop III,Switch
70,Magical Drop III is definitely one of those puzzle games that you'll be happy to add to your collection and play it every now and again but don't expect it to keep you entertained for longer than an hour at a time.,Video Chums,"Mar  1, 2018",ACA NeoGeo: Magical Drop III,Switch
60,"Those with fond memories of gawping at the amazing visuals back in the '90s will no doubt fall in love with Magician Lord's charms all over again and there are some neat ideas on show - such as the ability to morph into different characters - but it sadly hasn't aged as well as its contemporaries. There are plenty of retro games that are extremely difficult, but Alpha Denshi's game combines this with confusing level design to make for a doubly frustrating experience. Perseverance will eventually bring you round to its charms but most people will give up long before it gets to that point, meaning the main trick this magician pulls is making your patience disappear.",Nintendo Life,"Aug 24, 2017",ACA NeoGeo: Magician Lord,Switch
80,"You might assume that Metal Slug's numerous sequels would be far superior to the original but that isn't the case; while the other outings in this series add their fair share of neat features, the 1996 original has a simple purity to it which makes it feel more focused and less preoccupied with pushing the hardware (and the imagination of the developers) to the limit. It's arguably one of the finest 2D titles ever made, and while the gameplay might be seem rather shallow to modern players, if you're a fan of old-school arcade blasters which task you with scoring as many points as possible, then this is a must-have.",Nintendo Life,"Apr 19, 2017",ACA NeoGeo: Metal Slug,Switch
80,"Metal Slug's speed, challenge, and overall fun, as well as the marvellously crafted cartoony visuals that come along with it, have not lost their charm after all these years. Sure, this is not as ""complex"" as the next in line, but it's still enjoyable and highly recommended for all retro-loving Switch owners.",Cubed3,"Apr  3, 2017",ACA NeoGeo: Metal Slug,Switch
75,"ACA NeoGeo: Metal Slug is a wonderful package that both fans and series newbies can appreciate. With incredible gameplay set in a fun-filled world, what's not to love about this cooperative arcade classic?",Video Chums,"Jul 30, 2017",ACA NeoGeo: Metal Slug,Switch
76,Metal Slug 2 may not be as consistently exciting as the first game but the added variety and extra characters make it a worthy sequel indeed. If you're a fan of retro games then you'll have a blast with this one.,Video Chums,"Aug  4, 2017",ACA NeoGeo: Metal Slug 2,Switch
60,"Offering the usual fun and gun action as the rest of the series, Metal Slug 2 will provide a lot of entertainment and the High Score and Caravan modes add to the replayability of it. The downside is that this is an authentic recreation of the original game, warts and all. The well designed stages, amusing character designs, detailed scenery and brilliant soundtrack are great, but the slowdown is painful at times. Smaller dips in performance are easy to put up with, but the larger ones harm the game, and your enjoyment. There's still fun to be had here, but Metal Slug 2 is far from an essential download, and it might be a better idea to wait for Metal Slug X, which fixes the slowdown and adds more content.",Nintendo Life,"Aug 22, 2017",ACA NeoGeo: Metal Slug 2,Switch
80,"Whether someone is familiar with Metal Slug 3 or not, this conversion under the banner of the ACA Neo Geo series, will work wonders. SNK's iconic run and gun series is very well represented in this conversion for the Nintendo Switch which faithfully maintains all the elements that made the original such a remarkable and appreciated game. Veterans and newcomers alike will all find plenty of reasons to invest their time and effort here.",FNintendo,"Apr 22, 2017",ACA NeoGeo: Metal Slug 3,Switch
80,"The game’s difficulty level also strays on the balanced side for most Neo Geo titles. It’s definitely hard, but with enough dexterity all enemy and boss attack patterns can be avoided in some way. Its gameplay is easy to understand, and it’s a lot more fun when shared. An average run from beginning to end will put you at roughly two hours, but the game’s branching paths and overall energetic pace mean that this is a title you’ll want to come back to over and over again.",Digitally Downloaded,"Apr  6, 2017",ACA NeoGeo: Metal Slug 3,Switch
80,"Without a doubt this is one of the most enjoyable arcade experiences on Nintendo Switch right now. Sure, it may be a classic and shunned by some purely on that basis, but the core gameplay of ACA NeoGeo: Metal Slug 3 has held strong over time, and proves to be just as addictive and challenging as it ever was...plus, it still looks mighty fine indeed. With the added benefit of other versions of the game included right from the off, a selection of control options, special extra challenge modes, and online leaderboards, the only thing that could top this is an anthology collection, similar to the one found on Wii years ago.",Cubed3,"Mar 27, 2017",ACA NeoGeo: Metal Slug 3,Switch
78,"Get ready to re-visit an arcade classic by SNK on Nintendo Switch. One of the craziest, most challenging ""run & gun"" shooters you will play in your life.",Hobby Consolas,"Mar 12, 2017",ACA NeoGeo: Metal Slug 3,Switch
75,"Metal Slug 3 is a great game to have on your Switch. It doesn't feature the best emulation, and the controller options could be clearer, but deep down it is a very solid game full of delicious, sweet eye candy. The ability to play on the go and on your TV seamlessly is definitely a plus, and the overall quirkiness of running and gunning your way through the game will be something you will never forget.",NintendoWorldReport,"Mar  6, 2017",ACA NeoGeo: Metal Slug 3,Switch
70,"Whether playing on your own or with a buddy, it's sure to raise a smile and even a few laughs as you obliterate everything on screen.",Nintendo Life,"Mar 21, 2017",ACA NeoGeo: Metal Slug 3,Switch
70,"Metal Slug 3 brings the arcade fun to the Switch. The arcade feeling is a little less though because of the infinite credits and the adjustable difficulty. But still, it stays entertaining to blast away with a friend.",XGN,"Mar 20, 2017",ACA NeoGeo: Metal Slug 3,Switch
80,"This is an impressive, feature-rich package. The game itself is an enjoyable slice of action, if not quite up to the level of the Metal Slug games that have seen mobile releases so far. It’s a promising start for Arcade Archives on the platform, and hopefully will lead to seeing some of the more esoteric NEOGEO games make their way over as well.",TouchArcade,"Dec  9, 2021",ACA NeoGeo: Metal Slug 5,Switch
80,"The original version of Metal Slug 2 suffered horrendous slowdown, and whilst Metal Slug X doesn't completely fix the problem it reduces it enough for the quality of the game to shine through, with bright (recoloured) cartoony visuals and great music enhancing the frantic gameplay.",Nintendo Life,"Oct  8, 2017",ACA NeoGeo: Metal Slug X,Switch
81,"Although you may not have heard of it, Money Puzzle Exchanger is nothing short of a classic competitive puzzler. Its addictive gameplay and lively atmosphere make it a great game to pick up and play whenever you're in the mood for some puzzle fun.",Video Chums,"Jul 10, 2018",ACA NeoGeo: Money Puzzle Exchanger,Switch
80,"A larger character choice would be good, but there's a solid range of enemy attackers to deal with during your playthrough. A number of moves (including the sometimes tactical use of specials) keeps the fighting entertaining whether playing alone or with a friend. There are some decent character designs for the mutants and robots, with some nice touches in their animations such as a transformation or the way a seemingly human foe's face is punched off to reveal the robot inside. Once cleared there's not a lot of immediate replay value, but you can always try and improve in the Hi Score and Caravan modes; whenever you do boot it up, Mutation Nation provides a great scrolling beat 'em up fix.",Nintendo Life,"Nov  2, 2017",ACA NeoGeo: Mutation Nation,Switch
80,"Another top quality retro game for Switch, NAM-1975 provides top tier multiplayer blasting action, a large range of customisation that the future Virtual Console would do well to copy, and classic pixel art. A short life span encourages quick bursts of play, but compliments its host hardware perfectly.",Cubed3,"Mar 31, 2017",ACA NeoGeo: NAM-1975,Switch
70,"NAM-1975 is a fun game while it lasts. The game itself is short, but the gameplay is fun and the presentation is pretty sophisticated for a game from 1990, which I like. Picking up NAM isn’t absolutely necessary, but it can be a fun diversion while also taking note of what SNK had in mind for the NEO-GEO hardware.",NintendoWorldReport,"Apr 20, 2017",ACA NeoGeo: NAM-1975,Switch
60,"NAM-1975's status as a Neo Geo launch title means that while it's fun in short bursts, it's a long way from being the best the console has to offer. The action gets repetitive after long periods of time and in terms of visuals, it's quite a dull game in places. Still, if you're a fan of old-school coin-op blasters like Operation Wolf and Dynamite Duke then this is well worth a look, and the enhancements made by publisher Hamster Corporation are excellent, as always.",Nintendo Life,"Mar 23, 2017",ACA NeoGeo: NAM-1975,Switch
50,"Its status as a hard-to-find title may have amplified its status with collectors, but in reality this is actually a very average racing title which lacks longevity and won't keep you occupied for very long. The range of different vehicles is a nice touch and the game controls well, but outside of cutting seconds off your time and finding every shortcut there's little to keep you coming back for more.",Nintendo Life,"May  3, 2017",ACA NeoGeo: OverTop,Switch
50,"Once you've got the hang of things Power Spikes II is a simple volleyball game that can provide some entertainment. There's a range of serve options, power shots and frantic moments where you hope to get to the ball in time, but the simplified nature leads to little variety even with the various shot types. There are times you can score quickly (maybe even from a serve) and there is a rush of excitement when you do so, but there is also a lot of time spent knocking the ball back-and-forth, simply tapping left or right to get into position to make sure the process can continue. Ultimately Power Spikes II is a little too simple to offer long term appeal.",Nintendo Life,"Jan 24, 2018",ACA NeoGeo: Power Spikes II,Switch
80,If you want to see how fun NeoGeo shmups can be then you need to play Prehistoric Isle 2. It's one of the best games in the genre.,Video Chums,"Aug 12, 2019",ACA NeoGeo: Prehistoric Isle 2,Switch
60,"With a different visual style to most of the retro shmups on Switch, and dinosaurs and similar enemies to blast, Prehistoric Isle 2 stands out visually from the other options on the eShop, although the presentation is harmed by instances of slowdown and unremarkable (if inoffensive) audio. Overall, Prehistoric Isle 2 can provide some fun, but we wouldn't class this as a must-play title amongst the many shmups currently on Switch.",Nintendo Life,"Aug 13, 2018",ACA NeoGeo: Prehistoric Isle 2,Switch
70,"Slower paced than many shmups, Pulstar is still fun to play through as you avoid enemy attacks, take shots at your attackers and look for an opportunity to unleash a charged attack. Despite some elements blending into the background on occasion and moments of slowdown, the visuals in the game are well done. The music is great and enhances the experience greatly. A detachable pod would be a good option to add some choice to how you tackle the challenge and too often you must rely on memorisation to get through the dangers, but nevertheless Pulstar remains an tough yet enjoyable retro offering.",Nintendo Life,"Jan  6, 2018",ACA NeoGeo: Pulstar,Switch
60,It's certainly a good-looking and challenging shoot 'em up but Pulstar isn't quite as fun as many other NeoGeo shooters.,Video Chums,"Aug 12, 2019",ACA NeoGeo: Pulstar,Switch
70,"If you're a fan of competitive puzzlers then ACA NeoGeo: Puzzle Bobble is a fun albeit simplistic old-school entry in the genre. Because it's the first game in the series, don't expect to see many bells and whistles after giving it a download.",Video Chums,"Jan 30, 2019",ACA NeoGeo: Puzzle Bobble,Switch
73,"Although Puzzle Bobble 2 is definitely a step up from the barebones original, it isn't much of an improvement. Obviously, that doesn't mean that it isn't fun because it surely is, especially if you have a local chum to enjoy it with.",Video Chums,"Feb 11, 2019",ACA NeoGeo: Puzzle Bobble 2,Switch
40,It's puzzling why the puzzler Puzzled was ported to modern consoles considering it's such an irritating and hollow experience.,Video Chums,"Sep  4, 2020",ACA NeoGeo: Puzzled,Switch
30,"At its core, Puzzled is essentially a Tetris knock-off that tries to do something clever with it but in doing so removes what makes Tetris so enjoyable. Its poor stage design leads to some frustrating moments and the more you play it the more each level feels like a chore rather than an exciting step forward. The only thing we’re Puzzled about is why this was chosen for the Switch treatment ahead of far more deserving Neo Geo games.",Nintendo Life,"Aug 29, 2017",ACA NeoGeo: Puzzled,Switch
80,"There's been a tweak to the controls, but Real Bout Fatal Fury offers similar fast-paced fighting thrills to Fatal Fury 3. This game builds on that with some extra characters and the introduction of a power gauge to give you a few different things to consider during battle. The Real Bout games that followed would make some changes, including more character additions, but this is still a well put together entertaining fighter.",Nintendo Life,"Mar 20, 2018",ACA NeoGeo: Real Bout Fatal Fury,Switch
70,"The 19 (plus four) characters provide a good variety of options for the fighting and the battles are as fun as ever thanks to the usual range of offensive options and evasive manoeuvres. The fun out of bounds victories from the first Real Bout game have gone and there's been a change to the multi-plane system, but there's still plenty of fighting thrills to be had here. Real Bout 2 is ultimately a better game, but Real Bout Fatal Fury Special is still a solid fighter that can provide plenty of entertainment.",Nintendo Life,"May 16, 2018",ACA NeoGeo: Real Bout Fatal Fury Special,Switch
70,"It would be better if there was a choice of selectable characters, but Robo Army is a well presented scrolling beat 'em up that offers plenty of entertainment. A good range of enemies (and a number of ways to defeat those enemies) keeps the action interesting and there are a number of fun boss encounters. There's not a lot of incentive to replay once cleared, but the usual Hi Score and Caravan modes adds some replayability as you look to improve your scores. In might be a while before you boot it up again, but whether playing alone or with a friend each playthrough provides plenty of fun. For those looking for some old school arcade brawling action, Robo Army is a good pick.",Nintendo Life,"Oct 23, 2017",ACA NeoGeo: Robo Army,Switch
80,"The presentation in Samurai Shodown is so good that it doesn't feel like it has aged all that much; the excellent audio helps immerse you in the setting and the visuals are packed with detail and character. With a focus on patience and its use of weapons, the game has a different feel to your typical one-on-one brawler. Later games would include additions to the fighting system but there's something undeniably appealing about the simpler version offered here. That's not to say it's superior (the sequel is definitely a better game), but this first instalment holds up remarkably well despite the passage of time and is well worth buying, even if you already own the later Samurai Shodown IV, which is already available on the Switch eShop at the time of writing.",Nintendo Life,"Aug 25, 2017",ACA NeoGeo: Samurai Shodown,Switch
90,"The first game was already a well put together fighter, but Samurai Shodown II improves on it with an expanded cast and additions to the gameplay that add to the fighting experience without over-complicating things. This is still a game that requires thought, but when you do spy your opportunity fights can be over quickly. Even if they're not, they can still be fast-paced as you each use various means to avoid getting hit and the new weapon-breaking moves can help turnaround certain defeat - or lead to you looking a bit foolish if you get defeated by an unarmed opponent. There's plenty of one-on-one fighters on the Switch, but this is one of the best.",Nintendo Life,"Feb  9, 2018",ACA NeoGeo: Samurai Shodown II,Switch
80,"A game that pulls out all the stops to provide perfect competition against the big titles, just by being completely different. Nowadays, games just want to improve, look more realistic, have a lifelike appearance or a completely unique style. The arrival of this classic to the Nintendo Switch has once again proved that not everything is about beautiful looks.",XGN,"Mar  9, 2020",ACA NeoGeo: Samurai Shodown II,Switch
60,"There is still a good range of fighters available, however and the multiple modes for your fighter gives you a few options to consider. The fighting still entertains, but as good as the game is, the already available fourth game more or less does the same, but better. There's definitely fun to be had from the game, but like a number of Neo Geo titles Samurai Shodown III has been bettered by others from its own series.",Nintendo Life,"May 11, 2018",ACA NeoGeo: Samurai Shodown III,Switch
80,"While Samurai Shodown IV wasn't the last game in the series, it is considered by some fans to be the best, and with good reason. The weapon-based gameplay is refined after the experiments of the first three outings and roster of fighters is unique and varied; add in the ""Slash"" and ""Bust"" variants and you've quite a few combat options to master. All of the Samurai Shodown games boast excellent presentation but this entry truly benefits from the increased storage available on the Neo Geo at the time; smooth animation and plenty of detail in the backgrounds helps to elevate the game above many other 2D releases of the period. While it's easy to grumble about the proliferation of fighting games on SNK's platform, this franchise has always set itself apart thanks to its focus on swords and other weapons, so if you're sick of Street Fighter and can't stand another King of Fighters then this might be just the tonic you need.",Nintendo Life,"May 24, 2017",ACA NeoGeo: Samurai Shodown IV,Switch
60,"Other instalments provide a fuller experience and, even if this particular take appeals, it was soon improved upon by its Special update. Samurai Shodown V can still provide fighting fun, but with so many decent fighting games already on Switch it is far from a must download.",Nintendo Life,"Jul 16, 2018",ACA NeoGeo: Samurai Shodown V,Switch
60,"Sengoku would go on to establish a franchise which improved drastically over time, but this debut title is one that should perhaps remain in the past, despite some neat ideas. It's not that you won't gain any enjoyment from it - in fact, with two players, Sengoku is a perfectly pleasant way to spend an evening - it's just that there are so many other superior examples of this kind of game available. Unless you have a strong nostalgic bond with the game from your arcade-going youth or you're a huge fan of side-scrolling brawlers then we'd recommend you save your eShop credit for one of the other ACA Neo Geo titles, or wait for the far superior sequels to arrive.",Nintendo Life,"Jun 21, 2017",ACA NeoGeo: Sengoku,Switch
50,"All in all Sengoku is okay. If you like beat em’ ups, then you may like this game, if you don’t like them then it will scare you off from playing another game in the genre. Its difficulty and sluggish controls hamper the play, but if you have a buddy it makes it less frustrating.",NintendoWorldReport,"Jun 28, 2017",ACA NeoGeo: Sengoku,Switch
70,"Sengoku 2 is quite similar to the first game in the series, but by upping the pace of combat it makes things a lot more enjoyable and making all characters available from the start gives you various options to consider from the get go. Return to it after a while away (alone or with a friend) and Sengoku 2 will provide some decent sidescrolling slashing action.",Nintendo Life,"Mar 19, 2018",ACA NeoGeo: Sengoku 2,Switch
90,"Sengoku 3 ditches the nifty character-switching ability of the previous instalments, but makes up for it with a wide-array of attacking options. Gameplay remains straightforward, but it's immensely satisfying to string together attacks to take out the waves of enemy forces. Decent presentation and good enemy variety (and their different attacks) leads to enjoyable playthroughs whether solo or with a friend. For Switch-owning fighting fans, Sengoku 3 is an excellent choice of scrolling beat 'em up.",Nintendo Life,"Apr 23, 2018",ACA NeoGeo: Sengoku 3,Switch
80,"ACA NeoGeo: Shock Troopers is an ideal game to add to anyone's Nintendo Switch library for playing while commuting, dropping into tabletop mode for some local co-operative action at a friend's house, or even diving into at home on the big screen to try and top the online leaderboards for that strong feeling of satisfaction. It may have a short playtime, but it is extremely enjoyable to go back to it again and again - a truly excellent dose of arcade fun.",Cubed3,"Mar 27, 2017",ACA NeoGeo: Shock Troopers,Switch
80,"As a co-op game with single Joy-Con support, Shock Troopers is a winner. It may be simple and silly, but I’ll probably find myself breaking this game out on plane rides for years to come. Shock Troopers was totally worth creating a European Nintendo Account for.",NintendoWorldReport,"Mar 13, 2017",ACA NeoGeo: Shock Troopers,Switch
73,"Shock Troopers is a fast and fun, yet simple, action game that brings back the feelings of the old arcade games. Switch version adds nothing new, except for its different modes: portable, tabletop and home console, but it is still enjoyable.",Hobby Consolas,"Mar 13, 2017",ACA NeoGeo: Shock Troopers,Switch
70,"Shock Troopers is a fun, action packed game which feels just right on the Switch. The game has a few downsides like the controls, but overall it is good fun. Especially when you play with a friend!",XGN,"Mar 20, 2017",ACA NeoGeo: Shock Troopers,Switch
70,"Shock Troopers may not add much to the top-down run-and-gun genre but it's enjoyable while it lasts. The visuals weren't particularly awe-inspiring back in 1997, but everything moves at a slick pace and neat elements of humour prevent things from becoming too serious. In single player you might get a week or so of play out of this, but with two people involved it becomes a lot more appealing - and thanks to those detachable Joy-Cons, co-op sessions are easy to arrange. Shock Troopers 2nd Squad may be considered the superior release, but the original is still worth checking out if you like your old-school arcade blasters.",Nintendo Life,"Mar 17, 2017",ACA NeoGeo: Shock Troopers,Switch
60,"Shock Troopers is a classic that will resonate with the players who have a big case of nostalgia for this game. It keeps up with the test of time when played on its two-player mode but beyond that, some of its gameplay feels anachronistic and stands in the way of making it a more enjoyable classic to most players beyond the circle of connoisseurs who know what they are getting.",FNintendo,"Apr 11, 2017",ACA NeoGeo: Shock Troopers,Switch
50,"Unfortunately, the game’s high difficulty and unavoidable bullet patterns make it a hard sell for modern players. The game’s multiple pathways and variety of characters don’t hide the extremely simple gameplay at the core – gameplay which wears thin after a few too many cheap deaths. Unless you’ve got a nostalgic soft spot for this one, you won’t miss out on much by avoiding it.",Digitally Downloaded,"Apr  6, 2017",ACA NeoGeo: Shock Troopers,Switch
60,"As enjoyable as the game can be however, it ends after seven victories. This combined with the lack of options (and teams) limits the long term appeal of Soccer Brawl, but its simple nature means that it works well for those looking for a quick bout of ""footbrawling"" fun with a friend.",Nintendo Life,"Dec  4, 2017",ACA NeoGeo: Soccer Brawl,Switch
70,"Great visual design, varied levels and a number of different enemies make Spin Master an enjoyable game to play through. It can be cleared very quickly, but limiting your credits is a good way to ensure the challenge remains. Those uninterested in highscore chasing will find less replayablity in the game, but it’s a fun way to spend half an hour whenever you do boot it up; it offers quick arcade thrills when playing with a friend, whether on a big screen or undocked with a Joy-Con each.",Nintendo Life,"Sep 17, 2017",ACA NeoGeo: SpinMaster,Switch
70,"Stakes Winner is a horse worth riding. By doing away with the more complex aspects of horse racing simulation games, it delivers instant arcade excitement for one or two virtual jockey and their virtual steeds. Very easy to pick up, but not so easy to master, its refreshing uniqueness might just surprise and convert you to this niche type of game. So feel free to look at this gift horse in the mouth, you might just find yourself a surprisingly brilliant new/old favourite. Giddy up!",Nintendo Life,"May 10, 2018",ACA NeoGeo: Stakes Winner,Switch
70,"Street Hoop is a game that offers a quick basketball fix: you simply choose a country and then play commences. Despite the lack of options and the fact there's only ten countries available, the simple pick-up-and-play approach works well. The game therefore shares similarities with Super Sidekicks, but it works better here thanks to the fast-paced high-scoring nature of the matches. There's lots of enjoyment as the action moves from one side of the court to the other, shooting, dunking, feigning moves and players shoving each other out of the way. Further entertainment is provided by successfully keeping (or winning) the ball to prevent your opponent unleashing a super shot and winning with the last throw of the game is thrilling. Playing through the arcade mode entertains, but the game works best in two-player mode and Street Hoop is a good option when looking for a quick bout of two-player fun.",Nintendo Life,"Nov 15, 2017",ACA NeoGeo: Street Hoop,Switch
50,"There are a few changes to the football formula, but SNK's arcade version of the sport can still provide entertainment. Caravan mode gives you a different way to play, though it lacks the replayability offered by a shooter with that mode. The regular arcade mode doesn't give players much of a reason to return once the cup has been won; a lack of options and teams limiting the game's appeal. The quick-play nature brought about by that lack of options works well for two-player matches however, and if you are looking for something simple and fun to play to play with a friend, then Super Sidekicks can provide a quick footie fix.",Nintendo Life,"Aug 30, 2017",ACA NeoGeo: Super Sidekicks,Switch
40,"Super Sidekicks takes simple mechanics to the extreme, but in doing so creates an experience that’s chaotic and often frustrating. Lovers of the beautiful game are going to need to wait a bit longer for a worthwhile representation of the sport on Switch.",NintendoWorldReport,"Sep  1, 2017",ACA NeoGeo: Super Sidekicks,Switch
70,"Amongst the ACA NeoGeo line of ports that have been made for the Nintendo Switch, The King of Fighters '94 surely stands among the better ones, although the core game was never close to perfection. Those in need of something better are advised to try ACA NeoGeo: The King of Fighters '98.",Cubed3,"Mar 28, 2017",ACA NeoGeo: The King of Fighters '94,Switch
60,"King of Fighters '94 may be the title that started the entire series but it pales in comparison to its sequels - such as the superb King of Fighters '98, also available on the Switch eShop. With that in mind, there's little point in buying this if you already own that particular title, unless you're keen to see how far the franchise advanced in the four years that separate them. King of Fighters '94 is fun to play and presents a stern challenge, but it's a long way from being the best the lineage has to offer. Unless you're really keen on this entry, you're better off buying King of Fighters '98.",Nintendo Life,"Mar 29, 2017",ACA NeoGeo: The King of Fighters '94,Switch
70,"The King of Fighters '95 is a decent fighting game with a good selection of characters to pick from. Figuring out your best team and then battling through either the arcade mode or against a friend leads to some very enjoyable times. Subsequent instalments would improve on the formula, however, and that makes this game a less than essential purchase. What storyline is in the game will be of interest to some, but whilst it can certainly entertain The King of Fighters '95 doesn't offer as full an experience as The King of Fighters '98; if you are only looking for one KoF game to stick on your Switch, that is the one to go for.",Nintendo Life,"Oct 15, 2017",ACA NeoGeo: The King of Fighters '95,Switch
70,"The King of Fighters '96 offers the usual enjoyable team battles with a good range of fighters to pick from. This particular entry introduces some nifty gameplay changes to the series. Of course, all of this and more would feature in the ultimately better The King of Fighters '98, but it's a confident entry in the series nonetheless. If you're interested in the ongoing story then The King of Fighters '96 is still a competent fighter, and there's plenty of entertainment to be had in its hand-drawn brawls.",Nintendo Life,"Jan  7, 2018",ACA NeoGeo: The King of Fighters '96,Switch
90,"King of Fighters '98 is without a shadow of a doubt one of the finest one-on-one fighting games ever produced; it came at a time when SNK was truly firing on all cylinders. The large number of characters combined with the deep and rewarding play mechanics make for an engaging experience in single player, but add a second challenger and you've got a title which can last a lifetime - as is evidenced by the fact that fans of the franchise continue to shout from the rooftops about how amazing this game is.",Nintendo Life,"Mar 23, 2017",ACA NeoGeo: The King of Fighters '98,Switch
80,"King of Fighters ‘98 is one of the better fighters you’ll find on the Switch right now. It’s large roster and vibrant graphics brought me into the game, and its simple, intuitive gameplay gives you a lot to work with. There will probably be better fighting experiences for the Switch in the future, but right now King of Fighters can take its throne as one of the top fighters on the console..",NintendoWorldReport,"Apr 13, 2017",ACA NeoGeo: The King of Fighters '98,Switch
80,"If you’re here for the fighting however, you’re in luck. King of Fighters 98 is one of the most robust 2D fighters ever made. Game balance is impeccable, and each character has a solid amount of offensive and defensive options to make them viable. Matches are decided entirely upon skill, so this game is best experienced with a few friends who are willing to learn the strategies and get good enough to compete. You’re sure to be playing this one for a long time.",Digitally Downloaded,"Apr  6, 2017",ACA NeoGeo: The King of Fighters '98,Switch
70,"The King of Fighters '98 looks, sounds and plays as great as ever, but there is no denying that its lack of modes that come as standard in just about every other fighter, including later versions of KOF '98, is a detriment to its broader appeal. That said, this is a faithful arcade port of one of the most prestigious fighting games and adds quality to the Switch's early selection of titles.",Cubed3,"Apr  3, 2017",ACA NeoGeo: The King of Fighters '98,Switch
80,"For fans of the long-running series, buying King of Fighters ’99 on the Nintendo Switch should be a no-brainer. It’s a great game given new life on a new platform – what isn’t there to love?",GameSpew,"Aug  4, 2017",ACA NeoGeo: The King of Fighters '99,Switch
70,"The King of Fighters '99 doesn't reach the heights of its immediate predecessor, but by changing things up there's still fun to be had from the different way of playing offered by the introduction of Strikers. There's a good variety of characters to play as and the game offers the expected enjoyable multiplayer with friends. However, just as earlier games in the series were ""good, but not as good as the one after"", KOF '99 would be improved upon by its follow-up. Those interested in story will want to see the beginnings of the NESTS storyline, but from a purely gameplay perspective KOF 2000 is a better option.",Nintendo Life,"Aug 15, 2017",ACA NeoGeo: The King of Fighters '99,Switch
70,"Although it’s one of the better installments in the series, The King Of Fighters 2000 isn’t quite the best of the bunch. It isn’t even the best of the ones available on Switch: many would argue that KOF ‘98 presents the game at its purest before the Striker system was introduced and started complicating things. If you’ve yet to buy a King Of Fighters game on your Switch, then, it might be worth trying out the 1998 version first to see if it’s the sort of thing you enjoy. If it is, then by all means get stuck into KOF 2000 to see how it evolved, for better or worse.",Nintendo Life,"Aug 22, 2017",ACA NeoGeo: The King of Fighters 2000,Switch
90,"Easy to pick up and play, The Last Blade may at first seem a simple fighting game but you'll soon discover a good range of fighting options as you employ a mix of defensive and offensive tactics to see you through. Fights among the well-balanced cast of characters are hugely entertaining whether putting together a series of moves, interrupting an attack with a well timed deflection or simply stopping your opponent's assault with a kick to the face. Its excellent sequel will make an appearance on Switch in the future and should you only wish to have one Last Blade game, you'll need to decide if you prefer some extra characters and the EX mode to the balanced fighter lineup in this first game. Ideally, they'd be bundled together, but even on its own The Last Blade is one of the best picks for Switch-owning fighting fans.",Nintendo Life,"Dec 31, 2017",ACA NeoGeo: The Last Blade,Switch
90,"Like most fighters in the ACA Neo Geo range, there isn't much appeal in the Hi Score or Caravan modes, but that doesn't really matter when the regular game is so enjoyable. Like its predecessor, The Last Blade 2 seemingly simple combat system has a lot of depth allowing for plenty of options in fights with the good selection of fighters and different fighting modes.",Nintendo Life,"Jul  2, 2018",ACA NeoGeo: The Last Blade 2,Switch
40,"The many, many enemies encountered and length of the game dilute the variety, and just lead to a repetitive trudge to the end. While we applaud HAMSTER's quest to showcase the Neo Geo's full library on Switch, this is one title that can't really be considered a classic.",Nintendo Life,"Jul 24, 2018",ACA NeoGeo: The Super Spy,Switch
83,"If you're looking for a competitive shmup and perhaps already played Rival Megagun then you'll absolutely love Twinkle Star Sprites. Its lovely presentation, hilarious characters, exhilarating gameplay, and addictive mechanics make it a must-have shoot 'em up.",Video Chums,"Jan  8, 2019",ACA NeoGeo: Twinkle Star Sprites,Switch
