title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Oniria Crimes,PlayStation 4,cKolmos Games,"['Adventure', 'General', 'Point-and-Click']",,"Dec  3, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Online Open World RPG,PlayStation 4,Breakthrough Gaming LLC,"['Role-Playing', 'General']",,"Jan  1, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ONRUSH,PlayStation 4,Codemasters,"['Racing', 'Arcade', 'Automobile']",E10+,"Jun  5, 2018",,75,Generally favorable reviews,36,16,2,6.0,Mixed or average reviews,83,56,53
oOo: Ascension,PlayStation 4,Kenny Creanor,"['Action', 'General', 'Arcade']",E,"Jan 31, 2020",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Ooops! 2,PlayStation 4,Wild River Games,"['Miscellaneous', 'Party / Minigame']",,"Sep  1, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Open Country,PlayStation 4,"FUN Labs, 505 Games","['Sports', 'Individual', 'Nature', 'Hunting']",,"Jun 24, 2021",,0,No score yet,0,2,0,tbd,No user score yet,0,1,2
Operation Warcade,PlayStation 4,Ivanovich Games,"['Action', 'Shooter', 'Light Gun']",T,"Apr 11, 2018",,67,Mixed or average reviews,0,4,0,6.3,Mixed or average reviews,7,2,4
Operation7: Showdown,PlayStation 4,PARK ESM,"['Action', 'Shooter', 'Third-Person', 'Tactical']",,"Oct 23, 2020",,0,No score yet,0,0,0,1.3,Overwhelming dislike,0,1,8
Operation: Tango,PlayStation 4,Clever Plays,"['Action Adventure', 'Linear']",E10+,"Jun  1, 2021",,0,No score yet,0,1,0,tbd,No user score yet,1,1,0
Operencia: The Stolen Sun,PlayStation 4,Zen Studios,"['Role-Playing', 'Action RPG']",T,"Mar 31, 2020",,76,Generally favorable reviews,2,4,0,5.2,Mixed or average reviews,6,1,5
Opus Castle,PlayStation 4,"QUByte Interactive, Messier Games","['Adventure', 'General', '3D', 'First-Person']",,"Oct 27, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Orangeblood,PlayStation 4,Grayfax Software,"['Role-Playing', 'General', 'Japanese-Style']",,"Oct  1, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Orbals,PlayStation 4,Farsight Studios,"['Puzzle', 'Matching']",,"Aug  4, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
Orbibot,PlayStation 4,"Ratalaika Games, PS Games","['Puzzle', 'Action']",E,"Aug 20, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
orbit.industries,PlayStation 4,LAB132,"['Strategy', 'General', 'Management', 'Business / Tycoon']",E,"Apr 21, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Orbital Racer,PlayStation 4,PlayWay,"['Simulation', 'Space', 'Civilian']",,"Jun  9, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Orc Slayer,PlayStation 4,Cooply Solutions,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Jul 19, 2016",,15,Overwhelming dislike,0,0,4,2.3,Generally unfavorable reviews,4,2,25
Orcs Must Die! 3,PlayStation 4,Robot Entertainment,"['Strategy', 'Real-Time', 'Defense']",,"Jul 23, 2021",,77,Generally favorable reviews,4,2,0,tbd,No user score yet,0,2,0
Orcs Must Die! 3 - Cold As Eyes,PlayStation 4,Robot Entertainment,"['Strategy', 'Real-Time', 'Defense']",T,"Nov 11, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Orcs Must Die! 3: Tipping the Scales,PlayStation 4,Robot Entertainment,"['Strategy', 'Real-Time', 'Defense']",T,"Apr  7, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Orcs Must Die! Unchained,PlayStation 4,Robot Entertainment,"['Action', 'General', 'Strategy', 'Real-Time', 'Defense']",T,"Jul 18, 2017",,82,Generally favorable reviews,5,0,0,7.2,Mixed or average reviews,16,7,4
Ord.,PlayStation 4,Ratalaika Games,"['Adventure', 'Text']",,"Nov  3, 2020",,0,No score yet,1,1,0,tbd,No user score yet,0,2,0
Order of Battle: World War II,PlayStation 4,Slitherine,"['Strategy', 'Turn-Based', '4X']",,"Aug 19, 2021",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Organ Trail: Complete Edition,PlayStation 4,The Men Who Wear Many Hats LLC,"['Action', 'Strategy', 'General']",T,"Oct 20, 2015",,0,No score yet,1,0,0,5.6,Mixed or average reviews,3,2,2
Organic Engine,PlayStation 4,RandomSpin,"['Action', 'General']",E,"Aug  7, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Organic Panic,PlayStation 4,Last Limb Games,"['Puzzle', 'Action']",E10+,"Mar 29, 2016",,75,Generally favorable reviews,2,2,0,tbd,No user score yet,2,2,0
Oriana (Story One) - My First Date RPG,PlayStation 4,Breakthrough Gaming LLC,"['Action', 'General']",,"Jun 19, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Othercide,PlayStation 4,Lightbulb Crew,"['Strategy', 'Turn-Based', 'Tactics']",M,"Jul 28, 2020",,77,Generally favorable reviews,14,8,0,7.2,Mixed or average reviews,15,2,5
Otoko Cross: Pretty Boys Klondike Solitaire,PlayStation 4,EastAsiaSoft,"['Miscellaneous', 'Board / Card Game']",,"Dec 22, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Otoko Cross: Pretty Boys Mahjong Solitaire,PlayStation 4,EastAsiaSoft,"['Miscellaneous', 'Board / Card Game']",M,"Sep 22, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Our Church and Halloween RPG - Story Five (James Version),PlayStation 4,Breakthrough Gaming LLC,"['Role-Playing', 'General']",E,"Oct 31, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Our Church and Halloween RPG - Story Five (Scott Version),PlayStation 4,Breakthrough Gaming LLC,"['Role-Playing', 'General']",E,"Oct 31, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Our Church and Halloween RPG - Story Four,PlayStation 4,Breakthrough Gaming LLC,"['Role-Playing', 'Japanese-Style']",,"May 16, 2021",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Our Church and Halloween RPG - Story One,PlayStation 4,Breakthrough Gaming LLC,"['Role-Playing', 'Japanese-Style']",,"Apr 25, 2021",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Our Church and Halloween RPG - Story Three,PlayStation 4,Breakthrough Gaming LLC,"['Adventure', 'Role-Playing', 'General']",,"May  9, 2021",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Our Church and Halloween RPG - Story Two,PlayStation 4,Breakthrough Gaming LLC,"['Role-Playing', 'Japanese-Style']",,"May  2, 2021",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Our World Is Ended.,PlayStation 4,RED Entertainment,"['Adventure', 'General', 'Visual Novel']",M,"Apr 18, 2019",,59,Mixed or average reviews,1,3,2,tbd,No user score yet,1,1,1
Oure,PlayStation 4,Heavy Spectrum,"['Action Adventure', 'General']",E,"Oct 30, 2017",,53,Mixed or average reviews,1,5,2,5.5,Mixed or average reviews,11,3,10
Out of Ammo,PlayStation 4,RocketWerkz,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Jan 30, 2018",,48,Generally unfavorable reviews,2,7,6,7.3,Mixed or average reviews,20,0,8
Out of Space: Couch Edition,PlayStation 4,"Behold Studios, Plug In Digital","['Miscellaneous', 'Party / Minigame']",E,"Nov 25, 2020",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Out Of The Box,PlayStation 4,Nuclear Tales,"['Adventure', 'General']",M,"Aug 22, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Outbreak,PlayStation 4,Dead Drop Studios LLC,"['Action Adventure', 'Survival']",,"Oct 22, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Outbreak: Contagious Memories,PlayStation 4,Dead Drop Studios LLC,"['Action Adventure', 'Survival']",M,"Apr  6, 2022",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Outbreak: Endless Nightmares,PlayStation 4,Dead Drop Studios LLC,"['Action Adventure', 'Survival']",M,"May 19, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Outbreak: Epidemic,PlayStation 4,Dead Drop Studios LLC,"['Action', 'Action Adventure', 'Shooter', 'Survival', 'Third-Person', 'Arcade']",M,"Sep 10, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Outbreak: Lost Hope,PlayStation 4,Dead Drop Studios LLC,"['Action Adventure', 'Survival']",M,"Oct  8, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Outbreak: The New Nightmare,PlayStation 4,Dead Drop Studios LLC,"['Action Adventure', 'Survival']",M,"Aug 27, 2020",,26,Generally unfavorable reviews,0,0,4,tbd,No user score yet,0,0,1
Outbreak: The Nightmare Chronicles,PlayStation 4,Dead Drop Studios LLC,"['Action Adventure', 'Survival']",M,"Sep 24, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Outbuddies DX,PlayStation 4,Julian Laufer,"['Action', 'Platformer', '2D']",,"Mar 31, 2021",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Outcast: Second Contact,PlayStation 4,"Appeal, Bigben Interactive, Bigben Games","['Action Adventure', 'Adventure', 'General', 'Open-World']",T,"Nov 14, 2017",,61,Mixed or average reviews,3,12,1,5.8,Mixed or average reviews,16,4,12
Outer Wilds,PlayStation 4,"Mobius Digital, LLC","['Action Adventure', 'Open-World']",E10+,"Oct 15, 2019",,82,Generally favorable reviews,7,1,0,7.8,Generally favorable reviews,175,23,39
Outer Wilds: Echoes of the Eye,PlayStation 4,"Mobius Digital, LLC","['Action Adventure', 'Open-World']",,"Sep 28, 2021",,0,No score yet,2,0,0,7.9,Generally favorable reviews,11,1,2
Outlast,PlayStation 4,Red Barrels,"['Horror', 'Action Adventure', 'Horror', 'Survival']",M,"Feb  4, 2014",,78,Generally favorable reviews,24,9,0,8.0,Generally favorable reviews,738,191,74
Outlast 2,PlayStation 4,Red Barrels,"['Action Adventure', 'Survival']",M,"Apr 24, 2017",,68,Mixed or average reviews,21,18,2,7.6,Generally favorable reviews,287,101,71
Outlast Trinity,PlayStation 4,Warner Bros. Interactive Entertainment,"['Miscellaneous', 'Compilation']",M,"Apr 25, 2017",,0,No score yet,0,0,0,8.0,Generally favorable reviews,20,2,3
Outlast: Whistleblower,PlayStation 4,,"['Action Adventure', 'Horror', 'Survival']",M,"May  6, 2014",,74,Mixed or average reviews,4,2,0,8.0,Generally favorable reviews,163,33,16
Outpost Delta,PlayStation 4,Hidden Achievement,"['Action', 'Platformer', '2D']",,"Oct 20, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Outriders,PlayStation 4,"Square Enix, People Can Fly","['General', 'Action', 'Shooter', 'Third-Person', 'Arcade']",M,"Apr  1, 2021",,72,Mixed or average reviews,2,6,0,4.8,Generally unfavorable reviews,59,18,78
Outriders Worldslayer,PlayStation 4,People Can Fly,"['Action', 'Shooter', 'Third-Person', 'Arcade']",M,"Jun 30, 2022",,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Outward,PlayStation 4,Nine Dots Studio,"['Role-Playing', 'Action Adventure', 'General', 'Survival', 'Open-World']",M,"Mar 26, 2019",,62,Mixed or average reviews,1,16,0,6.9,Mixed or average reviews,62,13,25
Outward: Definitive Edition,PlayStation 4,Nine Dots Studio,"['Action Adventure', 'Open-World']",T,"May 17, 2022",,0,No score yet,0,1,0,tbd,No user score yet,0,0,1
Outward: The Soroboreans,PlayStation 4,Nine Dots Studio,"['Role-Playing', 'General', 'Survival', 'Action Adventure', 'Open-World']",M,"Jul  7, 2020",,0,No score yet,0,0,0,5.3,Mixed or average reviews,2,0,2
Outward: The Three Brothers,PlayStation 4,Nine Dots Studio,"['Action Adventure', 'Open-World']",,"May 18, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Overcooked!,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Simulation', 'Arcade', 'Virtual', 'Career']",E,"Aug  2, 2016",,78,Generally favorable reviews,18,6,0,8.0,Generally favorable reviews,158,44,8
Overcooked! + Overcooked! 2,PlayStation 4,Ghost Town Games Ltd.,"['Miscellaneous', 'Compilation']",E,"Oct 17, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
Overcooked! 2,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Arcade']",E,"Aug  7, 2018",,81,Generally favorable reviews,35,2,0,8.1,Generally favorable reviews,91,25,6
Overcooked! 2: Campfire Cook Off,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Arcade']",E,"Apr 18, 2019",,0,No score yet,0,0,0,tbd,No user score yet,2,1,0
Overcooked! 2: Carnival of Chaos,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Arcade']",E,"Sep 12, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,1,0
Overcooked! 2: Suns Out Buns Out,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Arcade']",,"Jul  5, 2020",,0,No score yet,0,0,0,tbd,No user score yet,1,1,1
Overcooked! 2: Surf 'n' Turf,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Arcade']",E,"Oct  3, 2018",,0,No score yet,1,1,0,tbd,No user score yet,3,0,0
Overcooked! 2: Too Many Cooks,PlayStation 4,Ghost Town Games Ltd.,"['Action', 'Arcade']",E,"Aug  7, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,1,0
Overcooked! All You Can Eat,PlayStation 4,Ghost Town Games Ltd.,"['Miscellaneous', 'Compilation']",E,"Mar 23, 2021",,0,No score yet,2,0,0,6.8,Mixed or average reviews,3,0,1
Overland,PlayStation 4,Finji,"['Strategy', 'Turn-Based', 'Tactics']",E10+,"Sep 19, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,2,0
Overload,PlayStation 4,"Revival Productions, LLC","['Action', 'Shooter', 'First-Person', 'Arcade']",,"Oct 24, 2018",,0,No score yet,1,0,0,5.5,Mixed or average reviews,3,0,3
Overlord: Fellowship of Evil,PlayStation 4,Codemasters,"['Role-Playing', 'Action RPG']",T,"Oct 20, 2015",,33,Generally unfavorable reviews,0,0,4,3.0,Generally unfavorable reviews,4,1,16
OVERPASS,PlayStation 4,Zordix Racing,"['Racing', 'Simulation', 'Automobile']",E,"Mar 17, 2020",,54,Mixed or average reviews,2,14,3,2.9,Generally unfavorable reviews,2,2,11
Override 2: Super Mech League,PlayStation 4,Modus Studios Brazil,"['Action', 'General', 'Fighting', '3D']",T,"Dec 22, 2020",,52,Mixed or average reviews,0,4,2,tbd,No user score yet,0,1,2
Override: Mech City Brawl,PlayStation 4,"The Balance, Inc","['Action', 'General']",T,"Dec  4, 2018",,59,Mixed or average reviews,1,11,1,7.0,Mixed or average reviews,3,1,1
Override: Mech City Brawl - Stardust,PlayStation 4,Modus,"['Action', 'General']",T,"Dec 14, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Overrogue,PlayStation 4,"Kemco, EXE Create","['Strategy', 'Turn-Based', 'Card Battle']",T,"Jul  6, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Overruled!,PlayStation 4,Dlala Studios,"['Action', 'Fighting', '2D']",T,"Sep 15, 2015",,0,No score yet,0,1,2,tbd,No user score yet,0,0,1
Overwatch,PlayStation 4,Blizzard Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical']",T,"May 23, 2016",,90,Universal acclaim,31,0,0,6.4,Mixed or average reviews,"1,263",393,662
Overwatch 2,PlayStation 4,Blizzard Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical']",T,"Oct  4, 2022",,0,No score yet,0,0,0,2.1,Generally unfavorable reviews,14,5,66
OVIVO,PlayStation 4,IzHard,"['Action', 'Platformer', '2D']",E,"Jul  3, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Owlboy,PlayStation 4,BlitWorks,"['Action Adventure', 'General']",E10+,"Apr 10, 2018",,88,Generally favorable reviews,10,0,0,6.6,Mixed or average reviews,66,23,28
Oxenfree,PlayStation 4,Night School Studio,"['Action Adventure', 'Adventure', 'General']",T,"May 31, 2016",,79,Generally favorable reviews,7,3,0,7.8,Generally favorable reviews,81,15,11
Oxide Room 104,PlayStation 4,"Perp Games, Wildsphere","['Action Adventure', 'Survival']",M,"Jun 17, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
P.T.,PlayStation 4,7780s Studio,"['Action Adventure', 'Horror', 'Survival']",M,"Aug 12, 2014",,0,No score yet,0,0,0,8.7,Generally favorable reviews,314,25,29
Pac-Man 256,PlayStation 4,HIPSTER WHALE,"['Action', 'General', 'Arcade']",E,"Jun 21, 2016",,79,Generally favorable reviews,14,5,0,6.9,Mixed or average reviews,11,10,4
Pac-Man Championship Edition 2,PlayStation 4,Bandai Namco Games,"['Action', 'Arcade']",E,"Sep 13, 2016",,77,Generally favorable reviews,19,7,0,7.2,Mixed or average reviews,24,14,5
Pac-Man Championship Edition 2 + Arcade Game Series,PlayStation 4,Bandai Namco Games,"['Miscellaneous', 'Compilation']",E,"Nov  1, 2016",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
Pac-Man Museum+,PlayStation 4,Bandai Namco Games,"['Miscellaneous', 'Compilation']",E,"May 27, 2022",,72,Mixed or average reviews,6,7,0,7.2,Mixed or average reviews,2,4,0
Pac-Man World: Re-PAC,PlayStation 4,Bandai Namco Games,"['Action', 'Platformer', '3D']",E,"Aug 26, 2022",,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Pacer,PlayStation 4,R8 Games,"['Driving', 'Racing', 'Arcade', 'Futuristic']",,"Oct 22, 2020",,77,Generally favorable reviews,9,5,0,5.6,Mixed or average reviews,5,2,4
Pachi Pachi 2 On A Roll,PlayStation 4,Hidden Trap,"['Puzzle', 'Action']",T,"Jun 29, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Pachi Pachi On A Roll,PlayStation 4,Hidden Trap,"['Puzzle', 'General']",,"Feb 18, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Pacific Wings,PlayStation 4,Sprakelsoft,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",,"Aug 26, 2019",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Pacmaga,PlayStation 4,Zakym s. r. o.,"['Action', 'Platformer', '2D']",E10+,"Aug 28, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Pacmaga 2,PlayStation 4,Zakym s. r. o.,"['Action', 'Platformer', '2D']",E10+,"Sep 21, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paddle Vs. Paddle,PlayStation 4,Endice Software,"['Action', 'Arcade']",E,"May 30, 2017",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Paddles,PlayStation 4,Jacob Jansen Bredesen,"['Action', 'Miscellaneous', 'General', 'Party / Minigame']",E,"Sep 15, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paint the Town Red,PlayStation 4,South East Games,"['Action', ""Beat-'Em-Up"", '3D']",M,"Jul 29, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Pajama Sam 2: Thunder and Lightning Aren't so Frightening,PlayStation 4,UFO Interactive,"['Adventure', 'Point-and-Click']",,"Nov  3, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Pajama Sam: No Need to Hide When It's Dark Outside,PlayStation 4,,"['Adventure', 'General', 'Point-and-Click']",,"Nov  3, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paladins: Champions of the Realm,PlayStation 4,Hi-Rez Studios,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Arcade']",T,"Feb 23, 2017",,0,No score yet,0,0,0,6.8,Mixed or average reviews,75,42,30
Palm Reading Premium,PlayStation 4,CrazySoft,"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']",T,"Oct 15, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Pammy - Project: Summer Ice Pinball,PlayStation 4,Breakthrough Gaming LLC,"['Action', 'General']",,"Dec 18, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
PANCAKE HOUSE,PlayStation 4,ELIOT,"['Action', 'Shooter', 'First-Person', 'Arcade']",,"Jun 23, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Panda Hero,PlayStation 4,Markt & Technik,"['Action', 'Platformer', '2D']",E,"Jan 14, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Panda Punch,PlayStation 4,"Ratalaika Games, Ninja Rabbit Studios","['Adventure', 'General', 'Action', 'Platformer', '2D']",,"Dec 16, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
PandaBall,PlayStation 4,PANDABALL APS,"['Sports', 'Team', 'Soccer', 'Arcade']",E,"Feb  6, 2020",,55,Mixed or average reviews,1,1,3,7.3,Mixed or average reviews,11,0,4
Pang Adventures,PlayStation 4,Pasta Games,"['Action', 'Platformer', '2D']",E,"Apr 19, 2016",,63,Mixed or average reviews,0,9,1,5.6,Mixed or average reviews,4,5,3
Pangeon,PlayStation 4,MrCiastku,"['Role-Playing', 'Action RPG']",T,"Jan  7, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Pankapu,PlayStation 4,Plug In Digital,"['Action', 'Platformer', '2D']",E,"Sep 19, 2017",,69,Mixed or average reviews,3,0,1,6.4,Mixed or average reviews,5,1,2
Panorama Cotton,PlayStation 4,"Success, ININ Games","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Oct 29, 2021",,46,Generally unfavorable reviews,0,2,2,tbd,No user score yet,0,2,2
Pantsu Hunter: Back to the 90s,PlayStation 4,Ascension Dream,"['Adventure', 'General', 'Visual Novel']",M,"Aug 28, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,2,0
Panzer Dragoon,PlayStation 4,"Forever Entertainment, MegaPixel Studio","['Action', 'Shooter', 'Rail']",T,"Sep 28, 2020",,0,No score yet,0,1,0,6.9,Mixed or average reviews,6,3,2
Papa's Quiz,PlayStation 4,Old Apes,"['Miscellaneous', 'Trivia / Game Show']",,"Jan 24, 2021",,66,Mixed or average reviews,1,3,0,tbd,No user score yet,1,3,0
Paparazzi,PlayStation 4,Pringo Dingo Games,"['Action', 'Miscellaneous', 'General', 'Party', 'Party / Minigame']",E,"Feb 17, 2015",,0,No score yet,0,0,0,tbd,No user score yet,0,2,0
Paper Beast,PlayStation 4,Pixel Reef,"['Adventure', 'General', 'Action Adventure', 'Sandbox']",E10+,"Mar 24, 2020",,79,Generally favorable reviews,26,12,0,7.6,Generally favorable reviews,29,3,7
Paper Cut Mansion,PlayStation 4,Space Lizard Studio LTD,"['Adventure', 'General']",,"Dec  5, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paper Dolls,PlayStation 4,Litchi Game,"['Action Adventure', 'Survival']",T,"Oct 30, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,1,1
Paper Dolls 2,PlayStation 4,Winking Entertainment,"['Action Adventure', 'Survival']",M,"Jan 25, 2022",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Paper Dolls Original,PlayStation 4,"Beijing Litchi Culture Media Co., Ltd.","['Adventure', '3D', 'First-Person']",T,"Jun 25, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,1,1
Paper Flight - Speed Rush,PlayStation 4,EpiXR Games,"['Action', 'General']",E,"Nov 18, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paper Flight - Super Speed Dash,PlayStation 4,EpiXR Games,"['Action', 'General']",E,"Sep  9, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paperbound,PlayStation 4,Dissident Logic,"['Action', 'Fighting', '2D']",E10+,"Mar 31, 2015",,69,Mixed or average reviews,3,10,0,6.2,Mixed or average reviews,4,0,2
Paradise Killer,PlayStation 4,Kaizen Game Works,"['Adventure', 'Visual Novel']",M,"Mar 16, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paradise Lost,PlayStation 4,PolyAmorous,"['Adventure', '3D', 'First-Person']",M,"Mar 24, 2021",,66,Mixed or average reviews,5,10,0,6.4,Mixed or average reviews,5,4,3
Paradox Error,PlayStation 4,"EastAsiaSoft, Nerd Games","['Action', 'General', 'Platformer', '2D']",E10+,"Jun  9, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paradox Soul,PlayStation 4,Ritual Games,"['Action Adventure', 'Open-World']",T,"Jul  2, 2019",,64,Mixed or average reviews,1,3,0,tbd,No user score yet,1,0,0
Paragon,PlayStation 4,Epic Games,"['Strategy', 'Real-Time', 'MOBA']",T,"Mar 14, 2016",,0,No score yet,0,0,0,6.6,Mixed or average reviews,86,24,41
Paraiso Island,PlayStation 4,Arcade Distillery,"['Simulation', 'Virtual', 'Virtual Life']",E,"Mar  5, 2019",,0,No score yet,0,0,0,2.1,Generally unfavorable reviews,1,2,13
Paranautical Activity,PlayStation 4,CodeAvarice,"['Action', 'General', 'Shooter', 'First-Person', 'Arcade']",T,"May 31, 2016",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Paranormal Activity: The Lost Soul,PlayStation 4,VRWERX,"['Adventure', '3D', 'First-Person']",M,"Aug 15, 2017",,0,No score yet,0,2,0,6.5,Mixed or average reviews,8,5,4
PaRappa the Rapper 2,PlayStation 4,NanaOn-Sha,"['Action', 'Rhythm', 'Music']",E,"Dec 15, 2015",,0,No score yet,0,0,0,7.2,Mixed or average reviews,10,3,4
PaRappa the Rapper Remastered,PlayStation 4,"NanaOn-Sha, Sony Interactive Entertainment","['Action', 'Rhythm', 'Music']",E,"Apr  4, 2017",,61,Mixed or average reviews,5,28,1,5.3,Mixed or average reviews,32,8,30
Party Arcade,PlayStation 4,Planet Entertainment,"['Miscellaneous', 'Party / Minigame']",E,"May  8, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,1,0
Party Crashers,PlayStation 4,Giant Margarita,"['Miscellaneous', 'Party / Minigame']",,"Oct  4, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Party Golf,PlayStation 4,Giant Margarita,"['Sports', 'Individual', 'Golf', 'Arcade']",E,"Oct 26, 2016",,0,No score yet,0,2,0,6.2,Mixed or average reviews,2,2,1
Party Hard,PlayStation 4,Pinokl Games,"['Action', 'General']",M,"Apr 26, 2016",,65,Mixed or average reviews,2,8,0,6.3,Mixed or average reviews,8,9,4
Party Hard 2,PlayStation 4,Pinokl Games,"['Action', 'General']",,"Sep  8, 2020",,0,No score yet,0,1,0,tbd,No user score yet,0,0,1
Party Panic,PlayStation 4,Everglow Interactive Inc.,"['Miscellaneous', 'Party / Minigame']",E,"Aug 21, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,2,0
Party Pumper,PlayStation 4,Fibrum Limited,"['Simulation', 'Virtual', 'Virtual Life']",,"Jun 25, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Party Trivia,PlayStation 4,Sabec Limited,"['Miscellaneous', 'Trivia / Game Show']",E10+,"Dec 17, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Past Cure,PlayStation 4,Phantom 8,"['Action', 'Action Adventure', 'General', 'Survival']",M,"Feb 23, 2018",,37,Generally unfavorable reviews,0,7,15,4.7,Generally unfavorable reviews,18,4,30
