score,text,critic,date,title,platform
750,9,"AI: The Somnium Files is a Graphic Adventure with strong Visual Novel elements that places you in the role of an investigator in a futuristic police force that uses AI-augmented vision and subconscious-exploring technology (a la Inception) to solve crimes. This game's story and presentation is one of its strongest elements. It starts with a gruesome murder, and you're immediately introduced to protagonist Date (pronounced Daw-Tay), a member of a special police task force with bizarre futuristic technology, including the aforementioned Inception-esque dream technology. Date has been assigned to investigate the crime in part because he knows the victim, and the investigation will soon come to involve others in his life as well. The story is told in a manner that's very reminiscent of an anime, with the game taking place in Tokyo and characters fitting into standard anime archetypes, although they're depicted with enough depth here, and the story itself is so engrossing that it really pulls you in - the game really makes you want to learn more about this world, and discover just what could have led to such a horrifying murder. However, one of the more inventive ways the game draws you into this world is when the game has the player go into Somnium, the game's term for a person's dream state or subconscious. Here, players take control of an avatar of Date's AI companion, who must navigate the dream state to not only uncover clues to the mysteries at hand, but also possibly heal the mental trauma of the subject. During these sections of the game, things play out like a warped Graphic Adventure, where players are observing the environment, looking for clues, and using items to solve puzzles, but since this is taking place in a dream state, the logic of everything doesn't follow real-world rules, and players have to try to wrap their brain around the strange logic this presents, often with symbolism playing just as much an element as traditional storytelling. These sections are also presented in a way that limits a player's time to move around and interact in this state, forcing players to be selective about which actions to take in this limited time. I was initially wary of this gameplay element, but players can at any time simply stop moving and look around to think about what they'll do next, and the clock stops with them, meaning that feeling of being rushed isn't as much of a concern, and instead the limited time means that players will have to be sure that every action they take is one they're fairly sure will help them accomplish their goals. I really appreciated how this encouraged taking a measured, thoughtful approach to this game's mind-bending puzzles. Outside of the Somnium sections, the game plays out more like a Visual Novel, with players observing environments, having conversations with various characters, and using the protagonist's artificial eye (itself a major character in the story) to dig up information. If there was one part of the game that I felt was a bit lacking, it was this part of the game, which comprises the majority of the game. It's not bad, by any stretch, as there is some very good story conveyed through this part of the game. However, there's nothing here that compares to the puzzle-solving found in the Somnium sections, and often I found myself wondering if my choices in these sections mattered, something that never seemed in question in the Somnium sections. Graphically, this game is good, using subtle cel shading to give this game an anime-style look that fits the story. It's not perfect - the environments could do with a bit more detail and the characters' mouths not moving in time with what they're saying feels a bit off, but on the whole this game looks pretty good visually. The sound on the other hand, is pretty fantastic, and in particular I have to give credit to the voice acting in this game, which is pretty excellent. Even though the writing at times dips into the cross-cultural awkwardness that's often typical of anime localizations, the voice acting does a great job of conveying the characters' feelings and giving us a good feel for them as actual people. I really enjoyed AI: The Somnium Files, thanks to the great story and presentation, and in particular the Somnium sections of the game, which are so surreal and with such unique puzzle logic that there doesn't seem much else out there like them. It's a shame that the rest of the game's gameplay isn't quite as engaging and imaginative as these portions, but the story generally picks up the slack. Fans of Graphic Adventures, anime, and sci-fi who don't have a problem with creepy, violent imagery should consider this game a must-buy.",CaspianX,"Feb 18, 2020",AI: The Somnium Files,Switch
751,10,"Having played the zero escape series I more or less knew what I was walking into... A string of escape room puzzles with an extremely complex plot and while the former was exactly as good as I expected the former was a bit of a letdown. I admit the latter part of the zero escape series (VLR-ZTD) had a hugely unfair difficulty curve but this feels like a massive over-correction. The puzzle sections feel a bit too easy.. indeed its no longer about carefully combing the environment and taking your time its about managing it. Every action in a puzzle section costs you time even walking. You can stand still if you need time to think but I found myself brute forcing these sections more often than not. I think I get what they were trying to do. Zero escape definitely had trouble conveying urgency through game play. You weren't ever solving puzzles under the gun, you had all the time in the world. So you'd have characters yelling at you to hurry but you quickly figured out there was no penalty coming. The new system... sacks interesting puzzles in favor of trying to add tension and I'm not sure I approve, I like being challenged and the puzzles just weren't doing it for me the way this director previous work has and while I enjoyed playing it I'm sort of hesitant to re-play it over 999 or VLR. That said I still wholly recommend it for its story aspect and while that too is was way more simple than I'm used to I was sort of okay with that by the end.",Raspbryl,"Feb 23, 2020",AI: The Somnium Files,Switch
752,10,very nicee perra..esta de puta madre y ojala gane un oscar y logre armar todos os cubos de rubik de tony fisher y de oscar y le reviente la puta madre a lilou en el bc one y todo eso ..los quiero,andresitobboy,"Feb 11, 2020",AI: The Somnium Files,Switch
753,10,"I really really enjoyed this game! It really was fun and beautiful, it can be slow at points because of reviewing of past events but that’s something that comes from a visual novel like game. The puzzles are fun and the story is really interesting! I’ve never experienced a game that made toy go back and forth between two routs to get the best and worst ending. Please please look at the critic reviews and not the numbers, the game was just reviewed bomb and I found this out right after I beat the game so I had to come and let you know that most of those negative reviews are fake!",Akacry,"Feb 11, 2020",AI: The Somnium Files,Switch
754,9,"An amazing game with memorable characters, **** twists, awful sex jokes that come up way too often, horrible singing, weird ass mechanics, bizzare interactions, and the strangest metabombing story ever. I loved every minute of it. I wouldn't have it any other way. Thank you for so many amazing games, Uchikoshi.",MJJean,"Feb 11, 2020",AI: The Somnium Files,Switch
755,10,Fantastic game with an engaging story that keeps you guessing. Follows the classic Uchikoshi story telling style of completing a number of different branches before unlocking the true path to the ending.,ArtifexQ,"Feb 11, 2020",AI: The Somnium Files,Switch
756,10,Its Wonderfull! The Characters were all fascinating and the routes were very interesting!,Lotusdrop,"Feb 11, 2020",AI: The Somnium Files,Switch
757,10,"Really good game, intriguing gameplay with compelling characters and story. As usual with Uchikoshi, the humor resonated a lot with me. P.S Hope you're happy bomb reviewers, the people that actually played the game easily outnumbers you.",MadScientisto,"Feb 11, 2020",AI: The Somnium Files,Switch
758,10,"If you're a fan of Uchikoshi's previous work, you won't be disappointed. It's a different style of storytelling and vastly slower paced than his previous games, but the characters are extremely well developed and branching storylines continue to converge and resolve in meaningful and satisfying ways. Fantastic ending and definitely worthy of a 10.",daijo,"Feb 11, 2020",AI: The Somnium Files,Switch
759,10,"One of the better games of the year, especially if you like strong narratives like Zero Escape and Danganronpa. I didnt think Ukisoki would be able to make something as special as his last few games but he hit it out of the park with some special characters I will remember for a long time.",En_Bonj,"Feb 11, 2020",AI: The Somnium Files,Switch
760,9,"The game starts off a little slowly, but it is well worth the wait. The characters are expertly developed throughout the story and the twist will have you reaching for each next chapter. Highly recommended for anyone who enjoys visual novels or high stakes puzzle solving. I only wish that the game would have more puzzles throughout, but I understand the focus on storytelling. Overall, it was a fantastic experience.  9/10",Supergeneric,"Feb 12, 2020",AI: The Somnium Files,Switch
761,10,"it is a game full of the style of Kotaro Uchikoshi. it is a pretty wonderful games with puzzle elements. if you like the series of Zero Escape, you will like this game.",garden0127,"Feb 12, 2020",AI: The Somnium Files,Switch
762,10,A real good open-ending story game except loading time length. You can experience many different minor cultural factors while enjoy the various sides of charming characters and funny memes. Oh this is really a meme festival LOL,kaki_100,"Feb 12, 2020",AI: The Somnium Files,Switch
763,8,"The game is really good. I think sometimes it's a bit slow, but I was quite surprised about how much I enjoyed it! Thanks developers!",zkyevolved,"Feb 12, 2020",AI: The Somnium Files,Switch
764,9,"Great game, a weird experience, has me crying by the end. I really enjoyed the mystery, and felt like I had enough information to solve it before the game explained it.",TriotheHoly,"Feb 12, 2020",AI: The Somnium Files,Switch
765,9,"To get straight to the point: I love this game. Sure, it's not perfect (especially with minor performance issues on Switch), but that's the one way that sums up how I feel about it. I love this game, and very much so. I've been a fan of Zero Escape for years, so Uchikoshi's new work does not disappoint. Expect wild twist and turns and a game world that just sucks you in. I know I definitely lost sleep over it, in a good way. I couldn't put it down once I got into it, and I'm sitting here two months after I beat it being completely unable to still stop thinking about it. The mystery keeps you captivated and I'm enamored with so many of the characters. I'm sure it's a game that I'll keep very dear to my heart for years to come.",Chika,"Feb 12, 2020",AI: The Somnium Files,Switch
766,10,"This game is equal parts a charming and silly adventure to find the truth, and grizzly murder spree where no one can be trusted. Animation and graphics are huge step up from previous Uchikoshi games, and probably most VN's. English cast is also amazing.Wait for a sale if you need to, but please do check it out.",Amurter19,"Feb 12, 2020",AI: The Somnium Files,Switch
767,10,"Absolutely my game of the year of 2019. Being a visual novel, it's of course not everybody's cup of tea, but if you want a great murder mystery with great characters and a mind-bending plot, you've come to the right place. Anyone who's a fan of Uchikoshi's work or wants to get into his stuff would do well to check this one out",IvoryBlood,"Feb 13, 2020",AI: The Somnium Files,Switch
768,10,AI: The Somnium Files was my game of 2019. It was the Ace Attorney formula done right. Characters and scenery were all selectable in a 3d environment and the puzzles in the somniums engaged you based on the characters' personalities and how to solve them.,Lozzu,"Feb 13, 2020",AI: The Somnium Files,Switch
769,10,A dark and humourous detective VN with a loveable cast and a thrilling story.,QuailSpinch,"Feb 13, 2020",AI: The Somnium Files,Switch
770,10,I adored AI in every way . The characters were endearing . The plot was intriguing and it kept mr and my friend guessing up till then end.  It was ride I would go on a million times and never get bored.,Peachielixir,"Feb 13, 2020",AI: The Somnium Files,Switch
771,10,"Made an account to make for the sore loser who bombed this game;I'll admit I haven't actually played the game, but I did watch an entire lp of the game itself and I enjoyed it greatly. It's sitting in my wishlist at this very moment to play with some friends for our next get together,, just waiting for payday. The twists of this game are great, I loved the humor so much, and the characters were all great and absolutely memorable with their own unique characteristics. The voice acting is amazing, which isn't something I usually praise. I Highly recommend playing this game.",Zalezagoon,"Feb 16, 2020",AI: The Somnium Files,Switch
772,10,"One of the best games I’ve ever played! The story is enthralling, nearly every character is fleshed out and sympathetic, and the twists are genuinely surprising while being hinted at and foreshadowed frequently. It’s not the most traditional game ever, but I would recommend it to basically who can handle a little blood/murder. I haven’t been this emotionally involved in a game in a long time. There are some minor flaws (the switch version has some trouble playing some of the dialogue, Date’s Percy nature gets overstated and becomes a bit annoying, etc), but I’m willing to forgive them because of how thematically tight and well crafted the story is. Absolutely recommended.",tobyfathom,"Feb 16, 2020",AI: The Somnium Files,Switch
773,10,AI Somnium Files was a masterpiece and one of the most underrated visual novels.,cNeq,"Feb 16, 2020",AI: The Somnium Files,Switch
774,10,"Absolute masterpiece, one of my new favorite games of all time.If you're a fan of Zero Escape, Danganronpa, or murder mysteries in general, please play this.",Lightning_Chasr,"Feb 16, 2020",AI: The Somnium Files,Switch
775,10,"I am a huge fan of Uchikoshi's works and was immediately interested in playing Ai: Somnium files the minute I heard about it coming to the switch. Let me just say, thank God I gave this game a shot because I adored this game from opening to closing credits. If you are a fan of solving murder mysteries or even crime mysteries with an amazing plot, loveable characters that are well defined and an amazingly funny story, then all I have to say is, stop what you're doing, pick up this title and PLAY THIS GAME!! You will not be disappointed. In fact, I can personally guarantee that you will not be able to put down. It's that f**king good! You will be blown away with just how much love and attention the entire team, from development to localization, gave to this project. Everyone literally put their blood, sweat, and tears into making sure that we got everything we could ever hope for in a well-polished game and it clearly shows.I know that I am repeating myself like a broken record, but that is just how damn happy I am to have played this work of art!! The plot was so well written and engaging that it kept me eager to find out what happened next. The twists and turns were just enough to keep you on your toes without becoming too convoluted or boring. And when all is said and done, I could not find a single character that I did not give any f**ks about. . . . Well, there was 1 or 2, but this is not due to poor character development. The characters were just that believable. The ending is satisfying and did not come off as a Dues Ex Machina or a mary sue. Lastly, I have to say that both voices acting in both Japanese and English were A+ grade. I actually loved the English dub and Japanese equally. This is rare as I usually only play or watch anime in Japanese only so that I can have the original context of a story as it was originally intended. But, the translation was so great that I was left grinning from ear to ear at the cleaver dialog and banter between characters. In the end, thank you, THANK YOU Uchikoshi and everyone involved in creating and releasing this gem to the masses!",lancermonna,"Feb 16, 2020",AI: The Somnium Files,Switch
776,10,"This game is truly amazing. I was super impressed by its story and characters. The suspense and mystery throughout the game kept me playing, and some parts even made me a bit emotional. I highly recommend this game, and it is a must play on my list.",rcpleo,"Feb 17, 2020",AI: The Somnium Files,Switch
777,10,Great game. Very good story. Spent hours on this game and couldn't stop it before I finished it.,KobeBeef,"Feb 18, 2020",AI: The Somnium Files,Switch
778,10,Colocando Nota Máxima pq um corno veio e deu um bomb review. Espero q esse jogo ainda faça muito sucesso pela frente,Waii,"Feb 18, 2020",AI: The Somnium Files,Switch
779,10,"I could go on and on about how much this game did right. It was exactly what I wanted from the project and more, with creative and fun character writing, a unique premise that immediately got me hooked, and constant twists and turns along the way. I couldn't recommend this game more.",CatsuneNiku,"Feb 18, 2020",AI: The Somnium Files,Switch
780,10,"Fantastic game with an amazing story, characters, atmosphere and soundtrack. Great for people who want to get into other visual novels and fans of Zero Escape and Danganronpa.",Getscaredgirl,"Feb 18, 2020",AI: The Somnium Files,Switch
781,10,"Quite possibly the best VN, and certainly the best mystery-centric game I've ever had the opportunity to play. Uchikoshi's newest work (999, VLR) is also quite possibly his best, in no small part due to a more restrained focus, tighter story, greater opportunities to flesh out his cast of lovable characters, and a presentation leagues beyond any of his DS and 3DS offerings. Is the game perfect? Of course not, no game is. Some performance issues plague the game, it has crashed on my a few times (a generous autosave system prevented this from being anything beyond an annoyance) and some of the jokes didn't land quite as well as intended. However, it contains some of the best writing I've seen in any game to date, unforgettable characters, and a mystery that's still managing to worm it's way around my head. I wouldn't change a moment of it.",pixelhavokk,"Feb 18, 2020",AI: The Somnium Files,Switch
782,10,"Definitely one of the best games I've played from 2019, the story is fantastic and gripping, and the characters are incredibly memorable. 100% going to play again soon!",cf12345,"Feb 18, 2020",AI: The Somnium Files,Switch
783,10,"Ffs can people stop bombing this thing, its a good spike chunsoft game.....",Randomkomand,"Feb 18, 2020",AI: The Somnium Files,Switch
784,10,"Gosh, this is an absolute Masterpiece!I mean, everything Mr. Uchikoshi does is pure quality, but this is just... Outworldy uwuThe ""Familiar"" atmosphere in Ota's route, the shock in the Annihilation route and the True Ending...Simply Masterful.",Joshu09,"Feb 18, 2020",AI: The Somnium Files,Switch
785,10,"Great game. I'm a Nonary Game fan, so this game scrateches the itch well. Great characters and story. Puzzles may seem a bit easier than past games, but they are generally ok.",danielgusa,"Feb 20, 2020",AI: The Somnium Files,Switch
786,10,"Great game for anyone into puzzle games and deep stories. Although some of the storylines are a bit lacking, the better storylines makeup for it. Especially the true ending storyline.",cdog2700,"Feb 20, 2020",AI: The Somnium Files,Switch
787,10,"When I heard about this game, I immediately knew it would be something I would enjoy. I had never played an Uchikoshi game (well, I played an hour of 999 but that doesn’t count) but that didn’t stop me at all. As soon as I heard it was out for Switch, I bought it, and got the Day One edition with cute little stickers (One of which I slapped onto my laptop after finishing the game). The first time I got it though, the cartridge was missing, which really bummed me out. Luckily, we got the game replaced and I was so excited to play it. I stayed up way to late playing the game because it was just so good! There were times when I had to remind myself to eat because I was so engrossed in the story. It’s not a long game, it took me 4 days of playing to finish it for a total of 24 hours spent in game. While the switch was a bit slow at loading some of the bigger scenes, it’s not that big of an issue. I could feel how hard the system as trying, as it was often really hot after coming out of docked mode. That said, the story, characters, and soundtrack charmed me so much. I really do love this game. If you have a love for murder mystery and humor, you’ll likely enjoy this game. Give it a shot!",VixelPixel,"Feb 21, 2020",AI: The Somnium Files,Switch
788,10,My absolute favorite game of 2019.  I've loved all of Kotaro Uchikoshi's previous works but these is easily his best game in my opinion.  Anyone that likes mystery games definitely NEEDS to check this one out.  By the very end of the game it truly becomes something special.,DonChalant,"Feb 22, 2020",AI: The Somnium Files,Switch
789,10,"If you love mind hunter, if you love true crime, if you love true detective, definitely you must go and play this game!!!!",Bellonintendo,"Sep 18, 2019",AI: The Somnium Files,Switch
790,10,"Amazing mystery, amazing characters, tons of touching moments, an original puzzle system and at the end of the day one of the most unique experiencies of this year.",Benjullb,"Feb 15, 2020",AI: The Somnium Files,Switch
791,10,"For fans of story based games: I must fully recommend with all of my being Ai: The Somnium Files!! I don't think I've ever left a story game more satisfied with the experience and the ending. It will keep you constantly on the edge of your seat, speculating, guessing. I couldn't put it down! I will play every game Kotaro Uchikoshi puts out for the rest of my life because of how much I enjoyed Ai. There were some moments that I think were meant to be funny that I didn't understand and I'd call those the low points, but luckily they were few!",Okiepokiesmokie,"Sep 28, 2019",AI: The Somnium Files,Switch
792,10,"All of Uchikoshi's games are CRIMINALLY underrated. I am bummed and disappointed that no gaming websites seem to cover these games. The zero escape games are all amazing and this game is no different. If you like weird, touching, and intriguing stories then you gotta pick this one up. Performance is great, a few stutters here and there but less common than in a game like Fire Emblem: Three Houses. This game is also hilarious. I don't think any other game has made me laugh out loud as often as this one has. Please pick this one up!!",buttman333,"Sep 25, 2019",AI: The Somnium Files,Switch
793,10,"Kotaro Uchikoshi hits again with his mind-fxcking superpower. I manage to see part of the twist by the end of a route, but still amazed by the twist when it hit. Great puzzle solving with some ""dreamy"" quirkiness, but I don't like the time constraint. The humor in the game is awesome, with some easter eggs point to other games/anime, and some real world people. Not sure about how it went down in the other languages, but my Chinese version has an easter egg about Kojima's name being a ""small island"" when Date is searching for humans in Sojima's mansion.",ianhsieh2008,"Oct 30, 2019",AI: The Somnium Files,Switch
794,9,"This is EASILY one of the best written video-games of this generation of gaming, and possibly even better writing than any game from last-gen too. The intricate hallucinating puzzle mechanics combined with the everlasting mystery Date tries to solve, leads to the resolution that left my mind blown after the hectic roller-coaster of emotions each path & scenario this game threw my way. The characters are immensely memorable and are written incredibly too. You can dive deeper into the somnium of my full review here at the link below!https://youtu.be/XkThZ899n9w",RealGameCritic,"Oct 26, 2019",AI: The Somnium Files,Switch
795,10,An excellent successor to the Zero Escape series. The writing was spectacular and the puzzles were satisfying to solve.,Buzzard,"Feb  8, 2020",AI: The Somnium Files,Switch
796,9,For a game about solving a grizzly murder its one of the most fun visual novels out there having an amazing cast of characters and great storytelling I'd say it's a must buy for anyone into visual novels.,Nematoad,"Sep 27, 2019",AI: The Somnium Files,Switch
797,9,"Unlike the claustrophobic atmosphere of the Zero Escape games, AI: The Somnium Files is a bright and fun visual novel. The characters are well-written and the plot (relative to other Uchikoshi games) is strong and without too many plot-holes. Though there often are huge tonal shifts between ""my friends are all dead"" and ""hey, look at the boobs!,"" the sheer comedy of the whiplash works in the game's favor. The humor *is* more juvenile than I normally like, yet I still howled throughout. AI suffers most in a comparison to Zero Escape when it comes to the ""puzzles"" (i.e. Somnia). These puzzles are governed by a not-too-generous time limit and some truly nonsensical dream ""logic."" Again, the nonsense ultimately works because it entertains, despite the initial frustrations of trial-and-error. But if you think you'll get to live out your anime detective fantasies, think again. The game is only non-linear in the classic Uchikoshi sense, with multiple timelines, all of which lead to a ""true"" ending. Within each puzzle for each timeline, there's only one correct solution with a tiny margin of error. Performance in handheld mode is great; it only lags a bit when you use the skip function aggressively. In docked mode, however, the adaptive resolution is downright terrible: it's almost blurry enough to confuse the characters, which — being well designed — is a hard feat to manage. Luckily, I played most of the game in handheld mode and only discovered the terrible docked performance on a lark. Caveat emptor if you want to play this on a big screen. The game's design is so haphazard and maximalist, I often thought I was having a stroke. As with most of the above shortcomings, this mess was actually charming. The game held my attention as much as — though for different reasons than — 999 and VLR. When I wasn't playing it, I was often thinking about it. If you're looking for intense and satisfying puzzles, this game has none. If you're looking to play it on your TV, this version is not recommended. But if you're looking for a visual novel overflowing with charm and humor, one with a genuinely mysterious and captivating plot, and one that you can play in your bed or while roaming, buy this game at full price. I reckon that I'll come back to it in a year or so, once I've forgotten most of the story beats.",jagajazzist,"Sep 29, 2019",AI: The Somnium Files,Switch
798,10,"Take into account the game has been review-bombed. Before that it used to be a 8.2.Whether you enjoy AI depends on whether or not you usually like visual novels. Ushikoshi's style is usually hit or miss - if you dislike it, you'll have an okay experience with the game.If you like it, as I do, then you are in for a hell of a treat. I absolutely loved AI, from the characters, the music, everything. My only issue is the first moments, as it starts slowly.Otherwise, prepare yourself for this hidden gem.",HappyEndInc,"Feb  8, 2020",AI: The Somnium Files,Switch
799,10,This was my first VN game and i really got into this genre thanks to this game. The Characters the story 10/10 the twist is mindblowing atleast for me its a must in my opinion. And if people have never played VN games before this will be the best entry of newcommers hands down GOTY for me. WELL DONE.,Lesh0,"Dec 27, 2019",AI: The Somnium Files,Switch
800,9,"this game is absolutely amazing, the story is so good and the mystery is so engaging, give it a try!",StarsWitch,"Feb 10, 2020",AI: The Somnium Files,Switch
801,10,"Another riveting game by Uchikoshi. It has a captivating story perfect for fans of his other games. It made me laugh, cry and be intrigued by the characters and the plot until the very end. I would recommend it for anyone who likes the visual novel genre.",Pedrohso,"Oct 21, 2019",AI: The Somnium Files,Switch
802,10,This is the pinnacle of VN mystery games. Probably the best one of its kind I've ever played. I do not know why it is getting review bombed but please ignore it.,Real1Gaming,"Feb  8, 2020",AI: The Somnium Files,Switch
803,10,"This game is amazing. Beautiful Visual Novel with a compelling story. The story can be quite heavy and dark at times, but is also very light and easy to follow.Great characters that you can easily relate to.",animeUwU,"Dec 22, 2019",AI: The Somnium Files,Switch
804,10,Great game. Compelling story with fun puzzle mechanics and a nice plot twist at the end.,vengeancemeow,"Feb  5, 2020",AI: The Somnium Files,Switch
805,10,Amazing game and easily one of the highlights of 2019. One of the best Visual Novels I've ever played.,valenti,"Feb  8, 2020",AI: The Somnium Files,Switch
806,10,"This game took me by surprise. I was not expecting to fall in love with the characters, plot, and gameplay. The pacing was spot on and didn't feel like it was dragging. The humor was outstanding and one of the best Ive come across in a visual novel. After playing AI, I tried playing the nonary game series but I couldn't get into it. The pacing was too slow and the story wasn't as captivating. Honestly, I think AI ruined other visual novels for me because it was that good. I look forward to seeing what else Spike Chunsoft comes up with and look forward to (hopefully) more visual novels from them.",cecechan,"Feb  8, 2020",AI: The Somnium Files,Switch
807,10,Uchikoshi has done it again. Created one of the most captivating and well written stories in gaming including bad sex jokes. Zero Escape was an instant cult classic and super narratives in gaming. Ai The Somnium Files is an amazing follow up.the GOTY that will never get the attention or buzz it deserves,NenJutsu,"Sep 17, 2019",AI: The Somnium Files,Switch
808,9,"This game is typical of Uchikoshi -- a mix of scifi + mystery and some sexual innuendos littered about. I really appreciated the character development in this series, although the plot wasn't as immersive as 999. The sound track is quite enjoyable and relaxing, and the voice acting was actually really good. As much as I liked the game and played it through to the end, I think the interactive ""somnium"" puzzle portions of the game weren't so enjoyable. The time limits put a lot of stress in rushing through trying to find the right path (which often require obscure logic), detracting you from the environment. It's a shame, because some of the environments are quite interesting since you're exploring a dream in the somnium. While at first it felt like it was a cheap way to add a challenge to the game, it works out with the plot.",doghairdontcare,"Nov 25, 2019",AI: The Somnium Files,Switch
809,10,"An excellent game. Probably my game of the year.Best ost , best suspense,best everything",devillili,"Feb 11, 2020",AI: The Somnium Files,Switch
810,9,"I absolutely adore this game. All the characters are very well written, and the plot is filled with twists and turns that made me not stop playing until I finished it. There are a few small performance issues on Switch, but nothing major. Highly recommend to anyone who likes point and click games,  or Kotaro Uchikoshi. I bought the limited edition, and I'm glad I got it.",MarkDream35,"Feb  8, 2020",AI: The Somnium Files,Switch
811,10,Uchikoshi’s games are always unique in their ideas and execution with a blend of science fiction tropes and solid writing. Fantastic work.,Sigerson317,"Feb 10, 2020",AI: The Somnium Files,Switch
812,10,"This game was awesome, hilarious, and best of all: super weird. It has an incredible story but never takes itself too seriously. The fact that people are review bombing this fantastic game is incredibly disheartening. Don't listen to the bad reviews, check this game out! It will definitely be worth your time.",BaconBiscuit,"Feb 10, 2020",AI: The Somnium Files,Switch
813,9,I loved this game. There was a lot of sex jokes but I didnt really mind it too much. It was exactly what I was looking for in terms of mind bending and the mystery was so fun to figure out. After a certain reveal I stopped playing so I could figure out how everything had played out in the other timelines. I love figuring it all out from there.,Kayender,"Feb  8, 2020",AI: The Somnium Files,Switch
814,9,"AI: The Somnium Files is another great game from Kotaro Uchikoshi, writer of the Zero Escape series. This game has a lighter tone than Zero Escape and never takes itself too seriously, but you will get glimpses of the excellent psychological thriller elements that Uchikoshi is so great at portraying. This is not a gameplay focused game, just a really gripping visual novel that fans of the genre should give a chance. I Imagine this game will touch many hearts if it becomes more appreciated.",lenz,"Feb 10, 2020",AI: The Somnium Files,Switch
815,10,"This was my first Uchikoshi game and I really enjoyed it!! I've got a really terrible attention span and have not finished any game this quickly in a really long time.. I think i'm replaying it a third time? currently..  Played it on a friend's switch for about an hour and got hooked, then debated on price for about a month and i really regret not immediately buying it after honestly. Finished in a week? I'm so glad this game was suggested to me.",stellamarine,"Feb 10, 2020",AI: The Somnium Files,Switch
816,10,"Uchikoshi continues to gift us with incredibly fun thrillers featuring lovable characters and tension that keeps you going pushing through the story late into the night.  Great for fans of his other works (Zero Escape and the Infinity series) and for new fans alike, especially if you're into mystery, crime, and puzzle solving. Can't wait to see more from Mr. Uchikoshi",loveshockers,"Feb 10, 2020",AI: The Somnium Files,Switch
817,10,This game was a great time. I started it and fell in love with it. I admit that it's not for everyone but that's ok.,LunarRose,"Feb 10, 2020",AI: The Somnium Files,Switch
818,10,"This is a very genuine and funny game. It has a great mystery, interesting branching paths, and cool characters. It didn't deserve to be review bombed.",Drlemons,"Feb 10, 2020",AI: The Somnium Files,Switch
819,10,Fun mistery game with amazing characters. The puzzles are a bit of trial and error but they are still fun. Music is very good.,GfJohn,"Feb 10, 2020",AI: The Somnium Files,Switch
820,10,"Another fantastic game by the Zero Escape devs. Uchikoshi continues to knock it out of the park in writing, storytelling, and gameplay, might be one of his best yet. Highly reccomended.",Melloo,"Feb 10, 2020",AI: The Somnium Files,Switch
821,10,"Uchikoshi is my favorite developer, hands down. I went into AI: Somnium Files expecting great things, and was not disappointed. The characters are extremely lovable, the humor had me on the floor at times, and the suspense had me on the edge of my seat until the very end. This is my favorite serial killer story, and finishing it left me tearful and telling everyone I knew to play it.",reksigh,"Feb 10, 2020",AI: The Somnium Files,Switch
822,10,"AI is a fantastic story, with a lovable cast of characters and plot twists that will blow your mind. Any fan of visual novels, mystery, and thrillers will love this game.",epigz,"Feb 10, 2020",AI: The Somnium Files,Switch
823,10,Trademark Uchokoshi storytelling with fantastic characterization and finally a decent enough budget to fully realize the vision.,shoyz,"Feb 10, 2020",AI: The Somnium Files,Switch
824,10,"This game got review bombed recently by one person.  The game, is actually quite good.  I would rate it an 8, but for the sake of helping out the aggregate score, I'm rating it a 10.",Acklow,"Feb 10, 2020",AI: The Somnium Files,Switch
825,10,"An amazing work from the wonderful author Kotaro Uchikoshi (Zero Escape series)!  If you're a fan of Zero Escape, science fiction, and or philosophy, this is the perfect game for you!",Hyliabook,"Feb 10, 2020",AI: The Somnium Files,Switch
826,10,I created an account to help balance out the review bomb from the sad loser.Go play Ai: The somnium files. Do it. It's a great game and the developers absolutely deserve the support.,delachiempire,"Feb 11, 2020",AI: The Somnium Files,Switch
827,10,"An awesome visual novel with very high production value. A great plot that kept me guessing the whole way and engaging characters. Great twist too that I really didn't see coming. Recommended for fans of Uchikoshi's other games, but also for people who love true crime, sci-fi mysteries and puzzles.",sgch,"Feb 11, 2020",AI: The Somnium Files,Switch
828,10,"Amazing game that hits all the spots media should hit: It's exciting, hilarious, emotional and an absolutely great rollercoaster of expectations, emotions and **** Highly recommended to anyone who doesn't mind reading.",TheProsecutor,"Feb 11, 2020",AI: The Somnium Files,Switch
829,10,A truly unique experience of a game. Being a huge fan of the Zero Escape series I was a bit sceptical of the narrative of this game but after the first playthrough I realized the depth and work that was put in these characters and plot. Honestly the last 5 hours of the game were absolutely phenomenal and had me at the edge of my seat. Amazing twists! Couldn't recommend it more!,NickLibra,"Feb 11, 2020",AI: The Somnium Files,Switch
830,10,"Wonderful, interesting story, characters that you'll love from first seconds of gameplay, positive LGBTQ+ representation, one of my best 2019 games",ymzu,"Feb 11, 2020",AI: The Somnium Files,Switch
831,10,"Juego genial de un creador genial. Cuando uno piensa que es imposible que algo se acerque en calidad a Zero Escape, AI Somnium Files es de una grandísima calidad.",Sakai,"Feb 11, 2020",AI: The Somnium Files,Switch
832,10,"Easily the best game released in 2019, if not the best game released in the past few years. An excellent find for any fans of the visual novel detective mystery genre. From the mind of the man who brought us the Zero Escape series, fans will see welcome returning elements such as the timeline flowchart, however it does depart from the zero escape formula at times, with pleasing results. This game is a lot more emotionally charged than zero escape titles ever were, focusing a lot on comedic dialogue, paralleled with some deep and often heart wrenching character development moments. Make no mistake, while this game does seem to focus on emotional impact there is no shortage of clever twists and turns in the narrative, as one would expect from the genre.    well",WeedleSenpai,"Feb 11, 2020",AI: The Somnium Files,Switch
